kategoria,nazwa,adres,teryt_gmina
przedszkole,PRZEDSZKOLE MIEJSKIE NR 7 TĘCZOWA KRAINA W OSTROŁĘCE,"dr. Józefa Psarskiego 24, 07-410 Ostrołęka",1461011
przedszkole,PUBLICZNE PRZEDSZKOLE NR 4 IM. PSZCZÓŁKI MAI W STRZEGOMIU,"Jeleniogórska 19, 58-150 Strzegom",0219064
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 8 ""KRAINA RADOŚCI"" W OSTROŁĘCE","gen. Ignacego Prądzyńskiego 12, 07-410 Ostrołęka",1461011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W ZAWICHOŚCIE,"Szkolna 15, 27-630 Zawichost",2609094
przedszkole,PRZEDSZKOLE ŚW. JADWIGI W MORAWIE,"Morawa 1, 58-120 Morawa",0219065
przedszkole,PRZEDSZKOLE MIEJSKIE NR 9 BAJKOWA KRAINA W OSTROŁĘCE,"Ks. Franciszka Blachnickiego 16, 07-400 Ostrołęka",1461011
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 4 ""ZACZAROWANA KRAINA"" W ZDUŃSKIEJ WOLI","Stefana Żeromskiego 6, 98-220 Zduńska Wola",1019011
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 5 ""MISIOWA GROMADKA""W ZDUŃSKIEJ WOLI","Zielona 12, 98-220 Zduńska Wola",1019011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE SKRZATY ""POLITECHNIKA PRZEDSZKOLAKA""","Ważki 1, 60-185 Skórzewo",3021052
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 19 Z ODDZIAŁAMI INTEGRACYJNYMI IM. ""RAZEM"" W KALISZU","Widok 98a, 62-800 Kalisz",3061011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE NR 1 ""MALI EUROPEJCZYCY""","Jaśminowa 3, 66-470 Kostrzyn nad Odrą",0801011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 10 W OSTROŁĘCE,"Henryka Sienkiewicza 15, 07-410 Ostrołęka",1461011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""MALI ODKRYWCY""","Potulickich 25, 77-400 Złotów",3031011
przedszkole,PRZEDSZKOLE PUBLICZNE,"Chmielowa 1a, 57-150 Kondratowice",0217022
przedszkole,PRZEDSZKOLE SAMORZĄDOWE IM.MARII KONOPNICKIEJ W WĄSOSZU,"Plac Kościelny 2, 56-210 Wąsosz",0204044
przedszkole,PRZEDSZKOLE W SOLI,"Sól 111, 34-370 Sól",2417112
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 7 ""POD ZIELONYM SEMAFOREM"" W ZDUŃSKIEJ WOLI","Kazimierza Kałużewskiego 1d, 98-220 Zduńska Wola",1019011
przedszkole,MIEJSKIE PRZEDSZKOLE W BIAŁEJ PISKIEJ,"Moniuszki 7, 12-230 Biała Piska",2816014
przedszkole,PRZEDSZKOLE PUBLICZNE W RAJCZY,"Rynek 2B, 34-370 Rajcza",2417112
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE ""SŁYSZĘ SERCE""","Osinowa 24, 91-348 Łódź-Bałuty",1061029
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W TUROBINIE,"Józefa Piłsudskiego 28, 23-465 Turobin",0602144
przedszkole,PRZEDSZKOLE MIEJSKIE NR 229,"Artura Gliszczyńskiego 3/5, 92-613 Łódź-Widzew",1061069
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 15 ""KRAINA MARZEŃ"" W OSTROŁĘCE","Stefana Jaracza 5, 07-410 Ostrołęka",1461011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W JAZOWSKU,"Jazowsko 171A, 33-389 Jazowsko",1210092
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 9 ""POD PLANETAMI"" W ZDUŃSKIEJ WOLI","Złota 67, 98-220 Zduńska Wola",1019011
przedszkole,"PUBLICZNE PRZEDSZKOLE NR 10 ""POD SŁONECZKIEM"" W ZDUŃSKIEJ WOLI","Zielona 49, 98-220 Zduńska Wola",1019011
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 16 ""KRAINA ODKRYWCÓW"" W OSTROŁĘCE","Powstańców 4, 07-410 Ostrołęka",1461011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 1 W LINIEWIE,"Wyzwolenia 9, 83-420 Liniewo",2206052
przedszkole,PRZEDSZKOLE W GARCZYNIE,"Garczyn 11, 83-420 Garczyn",2206052
przedszkole,PUBLICZNE PRZEDSZKOLE W LUBZINIE,"Lubzina 118, 39-102 Lubzina",1815035
przedszkole,PRZEDSZKOLE MIEJSKIE NR 183,"Stanisława Czernika 18, 92-555 Łódź-Widzew",1061069
przedszkole,PRZEDSZKOLE NR 2 IM. MARII KOWNACKIEJ W TOMASZOWIE MAZOWIECKIM,"Stefana Czarnieckiego 12/14, 97-200 Tomaszów Mazowiecki",1016011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""FRAJDA""","Wiertnicza 76, 02-952 Wilanów",1465168
przedszkole,GMINNE PRZEDSZKOLE W SABNIACH,"Słoneczna 1, 08-331 Sabnie",1429072
przedszkole,PRZEDSZKOLE MIEJSKIE NR 65,"Stanisława Przybyszewskiego 92, 93-100 Łódź-Widzew",1061069
przedszkole,PRZEDSZKOLE MIEJSKIE NR 18 KRAINA ZACZAROWANEJ LOKOMOTYWYW OSTROŁĘCE,"Mieczysława Karłowicza 18, 07-417 Ostrołęka",1461011
przedszkole,PUBLICZNE PRZEDSZKOLE NR 1 IM. MARII KONOPNICKIEJ W ROPCZYCACH,"ks. kard. Stefana Wyszyńskiego 18, 39-100 Ropczyce",1815034
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""BAJKA"" W GOSTYNIU","Jana Pawła II 11, 63-800 Gostyń",3004024
przedszkole,PRZEDSZKOLE MIEJSKIE NR 23,"Stefana Żeromskiego 105, 90-549 Łódź-Polesie",1061049
przedszkole,PRZEDSZKOLE SPECJALNE,"Jana Styp-Rekowskiego 5, 77-100 Bytów",2201024
przedszkole,PRZEDSZKOLE NR 163 W WARSZAWIE,"Jagiellońska 28, 03-719 Praga-Północ",1465088
przedszkole,NIEPUBLICZNE PRZEDSZKOLE MONTESSORI HOUSE,"Jana Pawła II 214, 05-077 Wesoła",1465158
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""KUBUŚ""","Targowa 6, 45-067 Opole",1661011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 227,"Milionowa 72, 92-310 Łódź-Widzew",1061069
przedszkole,NIEPUBLICZNE PRZEDSZKOLE ZGROMADZENIA S.SŁUŻEBNICZEK NMP NP IM. ŚW. JÓZEFA,"3-go Maja 96, 37-514 Munina",1804042
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""PUCHATEK""","Jana Pawła II 11, 37-514 Tuczempy",1804042
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""POD TĘCZĄ","Władysława Łokietka 2, 88-100 Inowrocław",0407011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 223,"Henryka Sienkiewicza 42, 90-009 Łódź-Śródmieście",1061059
przedszkole,PUBLICZNE PRZEDSZKOLE JAŚ I MAŁGOSIA W BOROWIU,"Aleksandra Sasimowskiego 3, 08-412 Borowie",1403032
przedszkole,PUBLICZNE PRZEDSZKOLE W GŁOSKOWIE,"Szkolna 6, 08-412 Głosków",1403032
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 5 Z ODDZIAŁAMI INTEGRACYJNYMI ""LEŚNA KRAINA"" W OSTROŁĘCE","Piękna 12, 07-410 Ostrołęka",1461011
przedszkole,PUBLICZNE PRZEDSZKOLE W GRĄDACH,"Grądy 32, 33-221 Grądy",1204042
przedszkole,PRZEDSZKOLE NR 2 IM. CZERWONEGO KAPTURKA W RADZYMINIE,"Wincentego Witosa 78, 05-250 Radzymin",1434094
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""U KUBUSIA PUCHATKA""","Wolności 4, 19-500 Gołdap",2818034
przedszkole,ZESPÓŁ PLACÓWEK OŚWIATOWYCH IM.JANA PAWŁA II-SAMORZĄDOWE PRZEDSZKOLE W PODOBINIE,"Podobin 257, 34-735 Podobin",1207102
przedszkole,PRZEDSZKOLE NR 2 IM. MISIA USZATKA W TRZEMESZNIE,"Bolesława Chrobrego 8, 62-240 Trzemeszno",3003094
przedszkole,PRZEDSZKOLE W HUCIE STAREJ B,"Czysta 1, 42-263 Huta Stara B",2404132
przedszkole,PUBLICZNE PRZEDSZKOLE W WIELU,"Kościerska 5, 83-441 Wiele",2206032
przedszkole,PUBLICZNE PRZEDSZKOLE W KARSINIE,"Długa 31, 83-440 Karsin",2206032
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE STOWARZYSZENIA ""SIÓDEMKA"" W TARNOWIE","Józefa Poniatowskiego 5, 33-100 Tarnów",1263011
przedszkole,PRZEDSZKOLE NR 1 W RYBNIKU,"Tadeusza Kościuszki 12, 44-200 Rybnik",2473011
przedszkole,SAMORZĄDOWE PRZEDSZKOLE W NIEDŹWIEDZIU,"Niedźwiedź 243, 34-735 Niedźwiedź",1207102
przedszkole,PRZEDSZKOLE GMINNE W RAKOWIE,"Łagowska 25, 26-035 Raków",2604162
przedszkole,PRZEDSZKOLE NR 4 KRAINA ODKRYWCÓW,"Krzywa 7, 13-100 Nidzica",2811044
przedszkole,PRZEDSZKOLE NR 2 W ZESPOLE SZKOLNO-PRZEDSZKOLNYM NR 10 W RYBNIKU,"Wodzisławska 33, 44-200 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 3 W RYBNIKU,"Za Torem 3B, 44-203 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 4 W RYBNIKU,"Karola Miarki 72, 44-203 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 6 W ZESPOLE SZKOLNO-PRZEDSZKOLNYM NR 9 W RYBNIKU,"Nacyńska 6, 44-218 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 7 W RYBNIKU,"Ludwika Solskiego 2, 44-200 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 9 W RYBNIKU,"Henryka Wieniawskiego 9, 44-200 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 10 W RYBNIKU,"św. Józefa 9, 44-200 Rybnik",2473011
przedszkole,GMINNE PRZEDSZKOLE W STRZELCACH,"Szkolna 3, 99-307 Strzelce",1002102
przedszkole,PRZEDSZKOLE NR 11 IM. MARII KONOPNICKIEJ W RYBNIKU,"Bohaterów Westerplatte 10, 44-217 Rybnik",2473011
przedszkole,PUBLICZNE PRZEDSZKOLE ZGROMADZENIA SIÓSTR ŚW. JADWIGI,"Leopolda 1-3, 40-210 Katowice",2469011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 218,"Juliusza Jurczyńskiego 1/3, 92-306 Łódź-Widzew",1061069
przedszkole,PRZEDSZKOLE MIEJSKIE NR 2 W IŁAWIE,"Jana Kasprowicza 3, 14-202 Iława",2807011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 3,"Tadeusza Kościuszki 22A, 14-200 Iława",2807011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 6,"Wiejska 3, 14-200 Iława",2807011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""PLUSZAK""","gen. Władysława Sikorskiego 1, 14-200 Iława",2807011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 138,"Przędzalniana 40, 90-030 Łódź-Widzew",1061069
przedszkole,"PRZEDSZKOLE NR 1 IM. ""CHATKA PUCHATKA"" W TRZEMESZNIE","św. Wojciecha 15, 62-240 Trzemeszno",3003094
przedszkole,PRZEDSZKOLE NR 2 ZDOBYWCY SZCZYTÓW,"1 Maja 36, 13-100 Nidzica",2811044
przedszkole,PRZEDSZKOLE NR 2 W SUWAŁKACH,"Ludwika Waryńskiego 29, 16-400 Suwałki",2063011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZKO"" W BYDGOSZCZY","Marcina Kasprzaka 7, 85-317 Bydgoszcz",0461011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 175,"Mieczysławy Ćwiklińskiej 9, 92-508 Łódź-Widzew",1061069
przedszkole,PRZEDSZKOLE MIEJSKIE NR 207,"Piotrkowska 272, 90-361 Łódź-Śródmieście",1061059
przedszkole,PRZEDSZKOLE SIÓSTR NIEPOKALANEK,"Józefa Poniatowskiego 7, 33-300 Nowy Sącz",1262011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 56,"Kpt. Stefana Pogonowskiego 71, 90-619 Łódź-Polesie",1061049
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W PORĘBIE WIELKIEJ,"Poręba Wielka 202, 34-735 Poręba Wielka",1207102
przedszkole,PRZEDSZKOLE NR 4 Z ODDZIAŁEM INTEGRACYJNYM W SUWAŁKACH,"Marii Skłodowskiej-Curie 7, 16-400 Suwałki",2063011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""WESOŁA KRAINA"" AGNIESZKA KOPERSKA","Targowa 2A, 96-200 Rawa Mazowiecka",1013011
przedszkole,PRZEDSZKOLE MIEJSKIE NR 5,"Aleja T. Kościuszki 54, 90-428 Łódź-Śródmieście",1061059
przedszkole,PRZEDSZKOLE MIEJSKIE NR 54,"Wólczańska 33, 90-607 Łódź-Śródmieście",1061059
przedszkole,PRZEDSZKOLE MIEJSKIE NR 1 W JAWORZNIE,"Karola Szymanowskiego 10, 43-600 Jaworzno",2468011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""MOJE PRZEDSZKOLE""","Świderska 137, 03-128 Białołęka",1465038
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""DELFINEK""","Kordiana 85, 04-418 Rembertów",1465098
przedszkole,PRZEDSZKOLE NIEPUBLICZNE IM. PANIENKI Z OKIENKA,"Bednarska 22AB, 80-848 Gdańsk",2261011
przedszkole,ZESPÓŁ KSZTAŁCENIA PODSTAWOWEGO I PRZEDSZKOLNEGO NR 1 W GDAŃSKU - PRZEDSZKOLE NR 61,"Tęczowa 6, 80-680 Gdańsk",2261011
przedszkole,MIEJSKIE PRZEDSZKOLE NR 2 W ŻYRARDOWIE,"Parkingowa 32, 96-300 Żyrardów",1438011
przedszkole,MIEJSKIE PRZEDSZKOLE NR 5 W ŻYRARDOWIE,"Leszno 19, 96-300 Żyrardów",1438011
przedszkole,MIEJSKIE PRZEDSZKOLE NR 6 IM. KRASNALA HAŁABAŁY W ŻYRARDOWIE,"Ks. Stanisława Brzóski 11-13, 96-300 Żyrardów",1438011
przedszkole,MIEJSKIE PRZEDSZKOLE NR 8 W ZYRARDOWIE,"Marii Nietrzebki 6, 96-300 Żyrardów",1438011
przedszkole,MIEJSKIE PRZEDSZKOLE NR 9 W ŻYRARDOWIE,"Plac Jana Pawła II 6, 96-300 Żyrardów",1438011
przedszkole,MIEJSKIE INTEGRACYJNE PRZEDSZKOLE NR 10 W ŻYRARDOWIE,"Przedszkolna 1, 96-300 Żyrardów",1438011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""NASZ DOMEK"" WARSZAWA-POTRZEBNA","Potrzebna 19, 02-448 Włochy",1465178
przedszkole,PRZEDSZKOLE SPECJALNE NR 8 W KRAKOWIE,"dr. Józefa Babińskiego 29, 30-393 Kraków-Podgórze",1261049
przedszkole,"NIEPUBLICZNE INTEGRACYJNE PRZEDSZKOLE ""WOLNE PRZEDSZKOLE""","Żołny 24F, 02-815 Ursynów",1465138
przedszkole,SAMORZĄDOWE PRZEDSZKOLE NR 105 W KRAKOWIE,"Osiedle Spółdzielcze 5, 31-943 Kraków-Nowa Huta",1261039
przedszkole,GMINNE PRZEDSZKOLE IM. JANA PAWŁA II W PIĄTKU,"Szkolna 1, 99-120 Piątek",1004064
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""KRASNAL"" EWA MARCIŃCZAK - PISAREK","Dworcowa 1, 97-310 Moszczenica",1010062
przedszkole,PRZEDSZKOLE SPECJALNE NR 18 W CHEŁMIE,"Trubakowska 59, 22-100 Chełm",0662011
przedszkole,PRZEDSZKOLE NR 13 IM. MARII KOWNACKIEJ W RYBNIKU,"1 Maja 29, 44-206 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 14 IM. JANUSZA KORCZAKA W RYBNIKU,"Śląska 1a, 44-206 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 20 W RYBNIKU,"Czwartaków 1, 44-253 Rybnik",2473011
przedszkole,PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI NR 17 IM. JANA BRZECHWY W RYBNIKU,"Krzyżowa 12, 44-200 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 21 W RYBNIKU,"Bracka 9, 44-251 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 22 W RYBNIKU,"Gotartowicka 24, 44-251 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 23 W RYBNIKU,"Górnośląska 21, 44-270 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 25 W RYBNIKU,"Obrońców Pokoju 10b, 44-270 Rybnik",2473011
przedszkole,PRZEDSZKOLE NR 26 ZESPOLE SZKOLNO-PRZEDSZKOLNYM NR 14 W RYBNIKU,"Leopolda Staffa 42a, 44-274 Rybnik",2473011
przedszkole,PRZEDSZKOLE W ZESPOLE SZKÓŁ IM. JÓZEFA CZYŻEWSKIEGO W OPALENIU,"ks. Ludwika Warneckiego 15, 83-136 Opalenie",2214025
przedszkole,PRZEDSZKOLE W ŻABNICY,"Szkolna 3, 34-350 Żabnica",2417152
przedszkole,PRZEDSZKOLE KOLOROWY WIATRACZEK W RYDZYNIE,"Stanisława Wyspiańskiego 6, 64-130 Rydzyna",3013044
przedszkole,PUBLICZNE PRZEDSZKOLE W RUDZIE MALENIECKIEJ,"Ruda Maleniecka 106, 26-242 Ruda Maleniecka",2605052
przedszkole,PRZEDSZKOLE NIEPUBLICZNE KUBUŚ,"Ogrodowa 1, 11-100 Lidzbark Warmiński",2809011
przedszkole,PRZEDSZKOLE NR1 W CIŚCU,"Prymasa Stefana Wyszyńskiego 197, 34-350 Cisiec",2417152
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W OKSIE,"Jędrzejowska 16, 28-363 Oksa",2602052
przedszkole,PRZEDSZKOLE NIEPUBLICZNE - OCHRONKA IM.EDMUNDA BOJANOWSKIEGO ZG.SS. SŁUŻEBNICZEK NIEPOKALANEGO POCZĘCIA NMP.,"Rynek 14, 88-300 Mogilno",0409034
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""KRASNAL""","Gwarna 2a, 30-693 Kraków-Podgórze",1261049
przedszkole,"PRYWATNE PRZEDSZKOLE ""PIRACIKI""","Wojciecha Bogusławskiego 58, 62-002 Suchy Las",3021152
przedszkole,"PRYWATNE PRZEDSZKOLE ""NATURA""","Powstańców Wielkopolskich 16, 62-002 Suchy Las",3021152
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE SKRZATY"" MAGDALENA BŁAŻEJCZYK","Plac Wolności 8, 64-000 Kościan",3011011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ANGLOJĘZYCZNE ""KRAINA ELMO""","Sprzeczna 20, 62-002 Suchy Las",3021152
przedszkole,PUBLICZNE PRZEDSZKOLE NR 2 W CIŚCU,"Cisowa 49, 34-350 Cisiec",2417152
przedszkole,PRZEDSZKOLE PUBLICZNE W SADLINKACH,"Brzozowa 1A, 82-522 Sadlinki",2207062
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWO - SPORTOWE ""BAJKOWY RAJ"" Z ODDZIAŁAMI INTEGRACYJNYMI","Pana Tadeusza 7, 21-400 Łuków",0611011
przedszkole,PRZEDSZKOLE W CIĘCINIE,"Świętej Katarzyny 20 B, 34-350 Cięcina",2417152
przedszkole,PRZEDSZKOLE NR 6,"Kardynała Stefana Wyszyńskiego 7, 84-300 Lębork",2208011
przedszkole,"PRZEDSZKOLE "" LEŚNYCH LUDKÓW""","Promienista 33, 62-002 Suchy Las",3021152
przedszkole,SAMORZĄDOWE PRZEDSZKOLE W STAREJ KORNICY,"Stara Kornica 172, 08-205 Stara Kornica",1410062
przedszkole,"SAMORZĄDOWE PRZEDSZKOLE IM. ""BAŚNIOWA KRAINA"" W CHORKÓWCE","Chorkówka 199, 38-458 Chorkówka",1807012
przedszkole,"PRZEDSZKOLE ""ZACZAROWANY LAS"" W WĘGIERSKIEJ GÓRCE","Zielona 39, 34-350 Węgierska Górka",2417152
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W STAREJ WSI,"Fabryczna 6, 05-430 Stara Wieś",1417032
przedszkole,"DWUJĘZYCZNE PRZEDSZKOLE POLSKO-NIEMIECKIE ""ENE DUE RABE""","Mieczysława Palucha 15, 60-409 Poznań-Jeżyce",3064039
przedszkole,NIEPUBLICZNE PRZEDSZKOLE KRECIKOWO LUBCZ WIELKI,"Lubcz Wielki 1, 64-761 Lubcz Wielki",3002045
przedszkole,PRZEDSZKOLE IM. MARII KONOPNICKIEJ,"Akacjowa 1, 64-761 Krzyż Wielkopolski",3002044
przedszkole,PRZEDSZKOLE NR 3 W ŚRODZIE WIELKOPOLSKIEJ,"Górki 5, 63-000 Środa Wielkopolska",3025044
przedszkole,NIEPUBLICZNE PRZEDSZKOLE W MUSZYNCE,"Muszynka 16, 33-383 Muszynka",1210075
przedszkole,PUBLICZNE PRZEDSZKOLE W TOSZKU,"Dworcowa 21, 44-180 Toszek",2405074
przedszkole,PRZEDSZKOLE SPECJALNE NR 2 SPECJALNEGO OŚRODKA SZKOLNO-WYCHOWAWCZEGO NR 2 W SKARŻYSKU-KAMIENNEJ,"Spacerowa 31, 26-110 Skarżysko-Kamienna",2610011
przedszkole,PUBLICZNE PRZEDSZKOLE W ZŁOTEJ,"Złota 50, 32-859 Złota",1202035
przedszkole,GMINNE PRZEDSZKOLE W GRABINACH-ZAMECZKU,"Gdańska 88, 83-022 Grabiny-Zameczek",2204072
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W KRZYWACZCE,"Krzywaczka 41, 32-442 Krzywaczka",1209075
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W RUDNIKU,"Szkolna 55, 32-440 Rudnik",1209075
przedszkole,NIEPUBLICZNE PRZEDSZKOLE CHATKA PUCHATKA - ZASPA,"Żwirki i Wigury 16, 80-363 Gdańsk",2261011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""NIEZAPOMINAJKA""","Konstantego Damrota 10B, 44-100 Gliwice",2466011
przedszkole,PUBLICZNE PRZEDSZKOLE W WARCIE,"Koźmińska 11, 98-290 Warta",1014094
przedszkole,NIEPUBLICZNE PRZEDSZKOLE CHATKA PUCHATKA,"Szara 40, 80-116 Gdańsk",2261011
przedszkole,FIGLE MIGLE EUROPEJSKIE PRYWATNE PRZEDSZKOLE JĘZYKOWE,"Marii Pawlikowskiej-Jasnorzewskiej 12a, 60-461 Poznań-Jeżyce",3064039
przedszkole,GMINNE PRZEDSZKOLE W TYMIENICACH,"Orlikowa 19, 98-220 Tymienice",1019042
przedszkole,PRZEDSZKOLE MIEJSKIE,"Jana Pawła II 50, 07-306 Brok",1416044
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W RADZYNIU CHEŁMIŃSKIM,"Ziemowita Maślanki 1, 87-220 Radzyń Chełmiński",0406044
przedszkole,PRZEDSZKOLE PUBLICZNE NR 13 IM. „SŁONECZNY DOMEK”,"Brdowska 2, 87-800 Włocławek",0464011
przedszkole,GMINNE PRZEDSZKOLE PUBLICZNE W ZEBRZYDOWICACH,"Makowa 1, 43-410 Zebrzydowice",2403122
przedszkole,PRZEDSZKOLE PUBLICZNE IM. STANISŁAWY LICHODZIEJEWSKIEJ W PIENIĘŻNIE,"Sadowa 3, 14-520 Pieniężno",2802054
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W BIERTOWICACH,"Skotnica 2, 32-440 Biertowice",1209075
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W HARBUTOWICACH,"Beskidzka 214, 32-440 Harbutowice",1209075
przedszkole,SAMORZĄDOWE PRZEDSZKOLE W DĄBROWIE BIAŁOSTOCKIEJ,"Szkolna 8, 16-200 Dąbrowa Białostocka",2011014
przedszkole,SAMORZĄDOWE PRZEDSZKOLE W RÓŻANYMSTOKU,"Różanystok 2, 16-200 Różanystok",2011015
przedszkole,PRZEDSZKOLE MIEJSKIE W UNIEJOWIE,"Targowa 19, 99-210 Uniejów",1011044
przedszkole,PRZEDSZKOLE UNIWERSYTETU ŁÓDZKIEGO,"Strajku Łódzkich Studentów w 1981 r. 13, 91-404 Łódź-Śródmieście",1061059
przedszkole,PRZEDSZKOLE DZIECIĘCY ŚWIAT MONTESSORI,"Bydgoska 40, 86-032 Niemcz",0403062
przedszkole,PRZEDSZKOLE PUBLICZNE SIÓSTR SŁUŻEBNICZEK NMP NP IM. BŁ.EDMUNDA BOJANOWSKIEGO,"Henryka Sienkiewicza 60, 90-058 Łódź-Śródmieście",1061059
przedszkole,PRZEDSZKOLE PUBLICZNE NR 14,"Hutnicza 3a, 87-800 Włocławek",0464011
przedszkole,PRZEDSZKOLE NR 5 Z ODDZIAŁEM INTEGRACYJNYM W SUWAŁKACH,"Wincentego Witosa 4, 16-400 Suwałki",2063011
przedszkole,PRZEDSZKOLE SIÓSTR ELŻBIETANEK,"Opacka 5, 80-330 Gdańsk",2261011
przedszkole,GMINNE PRZEDSZKOLE W LASKACH AKADEMIA POD DĘBOWYM LIŚCIEM,"3 Maja 43, 05-080 Laski",1432022
przedszkole,GMINNE PRZEDSZKOLE IM. KS. ALEKSANDRA FEDOROWICZA W IZABELINIE,"Tadeusza Kościuszki 17, 05-080 Izabelin C",1432022
przedszkole,TWÓRCZE PRZEDSZKOLE ROŚNIJ RADOŚNIE,"Junony 96, 80-299 Gdańsk",2261011
przedszkole,"EUROPEJSKIE PRZEDSZKOLE ""KLUB KUBUSIA PUCHATKA VII""","Ramiszów 111, 51-217 Ramiszów",0223022
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""PIOTRUŚ PAN""","Wierzbowa 3, 06-400 Kargoszyn",1402022
przedszkole,PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI KRASNAL W OLECKU,"Zielona 1, 19-400 Olecko",2813044
przedszkole,"MIEJSKIE PRZEDSZKOLE NR1 ""AKADEMIA MALUCHA"" W ZAMBROWIE","Sadowa 5, 18-300 Zambrów",2014011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""KRAINA RADOŚCI"" W HUCINIE","Wspólna 54, 36-147 Hucina",1806042
przedszkole,PRZEDSZKOLE W SŁOWIKU W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W SŁOWIKU,"Podlaska 4, 42-263 Słowik",2404132
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 17 W KUTNIE ""NIEZAPOMINAJKA""","Józefa Wybickiego 1, 99-300 Kutno",1002011
przedszkole,PRZEDSZKOLE SPECJALNE,"Aleja Tysiąclecia 12, 06-100 Pułtusk",1424044
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W PIETRZWAŁDZIE,"Pietrzwałd 20b, 14-100 Pietrzwałd",2815092
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W STARYCH JABŁONKACH,"Spacerowa 8, 14-133 Stare Jabłonki",2815092
przedszkole,PRZEDSZKOLE NIEPUBLICZNE POD KASZTANAMI,"Cystersów 7, 80-330 Gdańsk",2261011
przedszkole,NIEPUBLICZNE EDU-PRZEDSZKOLE,"Trzy Lipy 3, 80-172 Gdańsk",2261011
