kategoria,nazwa,adres,teryt_gmina
poz,Przychodnia POZ,"Reymonta 25, 96-127 Lipce Reymontowskie",1015052
poz,Przychodnia,"Konstytucji 3 Maja 2, 96-200 Rawa Mazowiecka",1013011
poz,"Niepubliczny Zakład Opieki Zdrowotnej Centrum Zdrowia ""ACADEMOS""","Iłowska 1, 99-400 Łowicz",1005011
poz,MEDROM Centrum Medyczne,"Partyzantów 4, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia,"Żeromskiego 24/26, 95-080 Tuszyn",1006114
poz,Przychodnia Okulistyczna,"Rakowska 15, 97-300 Piotrków Trybunalski",1062011
poz,Zakład Rehabilitacji Leczniczej,"Jagiellońska 36, 97-500 Radomsko",1012011
poz,Zakład Rehabilitacji Leczniczej,"Romana Dmowskiego 47, 97-300 Piotrków Trybunalski",1062011
poz,Poradnia Medycyny Szkolnej,"Kościelna 3, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia Nr 2 - Filia,"Wyzwolenia 1, 97-300 Piotrków Trybunalski",1062011
poz,Gminny Ośrodek Zdrowia w Sławnie-filia SP ZOZ Szpitala Powiatowego im.Edmunda Bierrnackiego w Opocznie,"Marszałka Józefa Piłsudskiego 31, 26-332 Sławno",1007072
poz,Powiatowe Centrum Zdrowia,"Partyzantów 30, 26-300 Opoczno",1007044
poz,Wiejski Ośrodek Zdrowia w Mroczkowie Gościnnym-filia SP ZOZ Szpitala Powiatowego im.Edmunda Biernackiego w Opocznie,"Mroczków Gościnny 44A, 26-300 Mroczków Gościnny",1007045
poz,Przychodnia,"marsz. Józefa Piłsudskiego 57, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia w Przedborzu,"Częstochowska 25, 97-570 Przedbórz",1012114
poz,Filia Przychodni w Przedborzu - Wiejski Ośrodek Zdrowia w Górach Mokrych,"Góry Mokre 95C, 97-570 Góry Mokre",1012115
poz,przychodnia,"Przemysłowa 4, 97-400 Bełchatów",1001011
poz,Gminny Ośrodek Zdrowia w Moszczenicy.,"Piotrkowska 27, 97-310 Moszczenica",1010062
poz,Filia Gminnego Zespołu Ochrony Zdrowia w Moszczenicy-Wiejski Ośrodek Zdrowia w Srocku.,"Krótka 4, 97-310 Srock",1010062
poz,Przychodnia,"Ogrodowa 5, 97-500 Radomsko",1012011
poz,Przychodnia,"Piotrkowska 92A, 97-310 Moszczenica",1010062
poz,Ośrodek opiekuńczo-leczniczo-wychowawczy,"Wolborska 86, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia,"Henryka Sienkiewicza 16B, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia,"Piastowska 17, 97-500 Radomsko",1012011
poz,Specjalistyczna Przychodnia Przyszpitalna,"Czapliniecka 123, 97-400 Bełchatów",1001011
poz,Szpital Powiatowy,"1 Maja 13/15, 98-330 Pajęczno",1009044
poz,Filia Ośrodka  Zdrowia w Pajęcznie - Ośrodek Zdrowia w Działoszynie,"Piłsudskiego 21B, 98-335 Działoszyn",1009014
poz,Filia Ośrodka Zdrowia w Pajęcznie - Ośrodek Zdrowia w Trębaczewie,"Szkolna 12, 98-355 Trębaczew",1009015
poz,Filia  Ośrodka Zdrowia w Pajęcznie- Ośrodek Zdrowia w Nowej Brzeźnicy,"Kościuszki 19, 98-331 Nowa Brzeźnica",1009032
poz,Filia Ośrodka Zdrowia w Pajęcznie- Ośrodek Zdrowia w Strzelcach Wielkich,"Częstochowska 8, 98-337 Strzelce Wielkie",1009072
poz,przychodnia,"Szkolna 10, 99-140 Świnice Warckie",1004072
poz,przychodnia,"Stara Sobótka 18, 99-150 Stara Sobótka",1004042
poz,Przychodnia,"Lotnicza 2A, 99-100 Łęczyca",1004011
poz,Szpital im. Św. Faustyny Kowalskiej,"Zachodnia 6, 99-100 Łęczyca",1004011
poz,Gminny Ośrodek Zdrowia w Górze Św. Małgorzaty,"Góra Świętej Małgorzaty 44, 99-122 Góra Świętej Małgorzaty",1004032
poz,Opieka paliatywna,"Jastrzębia 15, 99-300 Kutno",1002011
poz,zakład opiekuńczo-leczniczy,"Wyszyńskiego 14A, 99-300 Kutno",1002011
poz,Filia,"Leźnica Mała 27B, 99-100 Leźnica Mała",1004052
poz,Przychodnia,"kard. Stefana Wyszyńskiego 2, 95-035 Ozorków",1020021
poz,DENTIMED STOMATOLOGIA GINEKOLOGIA,"Zygmunta Sierakowskiego 77/81, 91-324 Łódź",1061029
poz,DENTIMED STOMATOLOGIA GINEKOLOGIA,"Przedrynek 8, 99-100 Łęczyca",1004011
poz,przychodnia,"Krzyżanów 12, 99-314 Krzyżanów",1002052
poz,Stomatologia na Księżym Młynie,"Ks. Biskupa Wincentego Tymienieckiego 16 D, 90-365 Łódź",1061011
poz,Przychodnia Specjalistyczna,"Warszawska 62, 98-100 Łask",1003024
poz,Szpital,"Szpitalna 16, 98-300 Wieluń",1017094
poz,Szpital,"Armii Krajowej 7, 98-200 Sieradz",1014011
poz,Centrum Psychiatryczne w Warcie,"Sieradzka 3, 98-290 Warta",1014094
poz,Ośrodek Rehabilitacyjno-Leczniczy w Rafałówce,"Rafałówka 2, 98-290 Rafałówka",1014095
poz,Zakład Świadczeń Zdrowotnych Innych niż Szpitalne,"Królewska 29, 98-220 Zduńska Wola",1019011
poz,Przychodnia,"BARTOSZA GŁOWACKIEGO 1, 98-300 WIELUŃ",1017094
poz,Ośrodek Zdrowia w Sędziejowicach,"Wieluńska 8, 98-160 Sędziejowice",1003032
poz,Filia w Marzeninie,"Zduńska 11, 98-160 Marzenin",1003032
poz,Przychodnia,"Jana Pawła Stalskiego 8, 98-360 Lututów",1018044
poz,Ośrodek Zdrowia,"Trojanowskiego 2, 98-346 Skomlin",1017082
poz,Gminny Ośrodek Zdrowia,"Wróblew 11, 98-285 Wróblew",1014102
poz,Filia Ośrodek Zdrowia,"Charłupia Wielka 86A, 98-285 Charłupia Wielka",1014102
poz,Filia III Ośrodek Zdrowia,"Getta Żydowskiego 34, 98-220 Zduńska Wola",1019011
poz,Przychodnia w Czarnożyłach,"Czarnożyły 191, 98-310 Czarnożyły",1017022
poz,przychodnia ( siedziba ),"Wojska Polskiego 144, 91-711 Łódź",1061029
poz,Przychodnia ( filia ),"Kościuszki 1, 95-083 Kazimierz",1008065
poz,Przychodnia ( filia ),"Łaska 29, 98-220 Zduńska Wola",1019011
poz,Przychodnia ( filia ),"Szydłów 98, 95-083 Szydłów",1008065
poz,Przychodnia,"Tysiąclecia 18, 98-358 Kiełczygłów",1009022
poz,przychodnia,"Sieradzka 96, 98-277 Brąszewice",1014032
poz,Poradnia,"Czajkowska 30 B, 98-273 Klonowa",1014072
poz,Pracownia diagnostyczna,"Nowy Rynek 3, 98-300 Wieluń",1017094
poz,Przychodnia,"Ostrówek 94, 98-311 Ostrówek",1017062
poz,Przychodnia,"Polskiej Organizacji Wojskowej 27A, 98-200 Sieradz",1014011
poz,Przychodnia,"Mikołaja Kopernika 4, 98-400 Wieruszów",1018074
poz,Przychodnia,"Bolesława Prusa 4 A, 98-400 Wieruszów",1018074
poz,Ośrodek Zdrowia w Osieku,"OSIEK 185 C, 98-405 OSIEK",1018032
poz,Ośrodek Zdrowia w Galewicach,"Marii Konopnickiej 18, 98-405 Galewice",1018032
poz,Przychodnia POZ,"Tadeusza Kościuszki 6, 98-430 Bolesławiec",1018014
poz,Przychodnia,"Szkolna 3, 98-420 Sokolniki",1018062
poz,AGAMED SZPITAL,"Traugutta 8/10, 90-107 Łódź",1061011
poz,AGAMED PRZYCHODNIA,"Jana Czeczota 8, 02-607 Warszawa",1465011
poz,Przychodnia,"Władysława Stanisława Reymonta 5, 97-319 Będków",1016022
poz,Przychodnia - filia,"SPORTOWA 32/34, 97-320 Wolbórz",1010114
poz,Punkt pobrań materiałów do badań w Piotrkowie Trybunalskim,"Polskiej Organizacji Wojskowej 12, 97-300 Piotrków Trybunalski",1062011
poz,Punkt pobrań materiałów do badań w Medyce,"Medyka 405A, 37-732 Medyka",1813062
poz,Przychodnia Zdrowia Psychicznego POMOST,"Adama Próchnika 7, 90-408 Łódź",1061059
poz,Przychodnia,"Adama Próchnika 41, 90-712 Łódź",1061049
poz,przychodnia,"Królewska 11, 98-220 Zduńska Wola",1019011
poz,Przychodnia,"Tadeusza Kościuszki 3, 90-418 Łódź",1061059
poz,Przychodnia,"Smugowa 1/11, 97-200 Tomaszów Mazowiecki",1016011
poz,Szpital w Łodzi,"Henryka Sienkiewicza 137/141, 90-302 Łódź",1061011
poz,Transport Medyczny i Sanitarny,"Warecka 2, 91-202 Łódź",1061011
poz,przychodnia,"Julii 4, 91-498 Łódź",1061029
poz,Poradnia stomatologii zachowawczej z endodoncją,"Pstrągowa 23 A, 91-496 Łódź",1061029
poz,Przychodnia,"Tadeusza Kościuszki 17, 95-200 Pabianice",1008021
poz,Przychodnia,"Leszczynowa 2, 98-100 Łask",1003024
poz,przychodnia,"Kasztelańska 77B, 91-503 Łódź",1061029
poz,Przychodnia Stomatologiczna,"Janusza Kusocińskiego 100, 94-054 Łódź",1061011
poz,Przychodnia Stomatologiczna,"Konecka 45, 97-330 Sulejów",1010094
poz,Przychodnia Stomatologiczna,"Ks. Jerzego Popiełuszki 51, 94-053 Łódź",1061049
poz,Przychodnia Stomatologiczna,"Łęczyńska 8, 97-330 Włodzimierzów",1010095
poz,Przychodnia,"Partyzantów 1A, 26-300 Opoczno",1007044
poz,"Przychodnia- Filia NZOZ ""Vita-Med"" w Opocznie","Piotrkowska 9, 26-341 Mniszków",1007032
poz,Przychodnia Ortopedyczna,"Generała Kazimierza Bończy-Załęskiego 18, 26-300 Opoczno",1007044
poz,Przychodnia,"Julianowska 7A, 91-473 Łódź",1061011
poz,przychodnia,"Piotrkowska 270, 90-361 Łódź",1061059
poz,Ośrodek Zdrowia,"Reymonta 79, 97-524 Kobiele Wielkie",1012062
poz,Przychodnia,"Michała Ossowskiego 4, 91-089 Łódź",1061011
poz,Przychodnia,"Traktorowa 63, 91-111 Łódź",1061011
poz,Sanatorium ZNP,"Profesora Lorentowicza 6, 87-720 Ciechocinek",0401021
poz,Niepubliczny Zakład Opieki Zdrowotnej Sanatorium Uzdrowiskowe Związku Nauczycielstwa Polskiego ZG,"Bartosza Głowackiego 7, 24-140 Nałęczów",0614084
poz,"NZOZ Sanatorium Uzdrowiskowe ""Nauczyciel"" Związku Nauczycielstwa Polskiego ZG","Połoniny 14, 34-460 Szczawnica",1211024
poz,Przychodnia POZ,"Wojska Polskiego 150, 91-720 Łódź",1061011
poz,Przychodnia,"Młynarska 37/41, 91-823 Łódź",1061011
poz,Przychodnia,"Tadeusza Kościuszki 19, 97-371 Wola Krzysztoporska",1010102
poz,Filia Przychodni Lekarskiej w Bogdanowie,"Strażacka 2, 97-371 Bogdanów",1010102
poz,Filia Przychodni Lekarskiej w Parzniewicach,"Parzniewice 50, 97-371 Parzniewice",1010102
poz,przychodnia,"Wschodnia 44., 90-271 Łódź",1061059
poz,przychodnia,"Zachodnia 101, 90-723 Łódź",1061059
poz,Niepubliczny Zakład Opieki Zdrowotnej JARMED S.C.,"marsz. Józefa Piłsudskiego 157, 92-332 Łódź",1061011
poz,Przychodnia,"Rydzowa 8 BL 302, 91-211 Łódź",1061011
poz,Przychodnia,"Wrześnieńska 34, 91-048 Łódź",1061029
poz,Przychodnia Okulistyczna,"Juliusza Słowackiego 18, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia Okulistyczna,"Czapliniecka 5, 97-400 Bełchatów",1001011
poz,Przychodnia okulistyczna,"Pokoju 1, 42-200 Częstochowa",2464011
poz,Przychodnia,"Kwiatowa 4, 97-350 Gorzkowice",1010032
poz,Przychodnia,"Przedborska 20, 97-500 Radomsko",1012011
poz,"Przychodnia, centrum wielospecjalistycznej opieki ambulatoryjnej","Chocianowicka 198, 93-460 Łódź",1061039
poz,MR.DENT POW,"Polskiej Organizacji Wojskowej 25, 90-248 Łódź",1061059
poz,Przychodnia stomatologiczna,"Polna 4, 95-081 Dłutów",1008032
poz,Przychodnia Stomatologiczna 2,"Wierzbowa 18, 90-245 Łódź",1061059
poz,Przychodnia,"Radwańska 19, 90-452 Łódź",1061059
poz,Przychodnia,"Niciarniana 9, 92-238 Łódź",1061011
poz,Przychodnia,"Bohaterów 14 Brygady 17, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia,"Szkolna 5, 98-410 Czastary",1018022
poz,Przychodnia,"Nowa 6/12, 90-031 Łódź",1061011
poz,Przychodnia,"Bitwy nad Bzurą 13, 99-100 Łęczyca",1004011
poz,Przychodnia,"Rynek 10, 97-340 Rozprza",1010082
poz,Gminny Ośrodek Zdrowia w Wielgomłynach,"Radomszczańska 7, 97-525 Wielgomłyny",1012132
poz,Przychodnia,"Lutomierska 69, 91-048 Łódź",1061011
poz,pracownia diagnostyczna,"Stanisława Wyspiańskiego 10, 96-100 Skierniewice",1063011
poz,Poradnia Neurologiczna,"gen. Jarosława Dąbrowskiego 87, 93-271 Łódź",1061039
poz,Poradnia Psychologiczna,"Piotrkowska 17, 90-406 Łódź",1061059
poz,Przychodnia,"Dworcowa 5, 26-300 Opoczno",1007044
poz,Przychodnia,"ROMANA DMOWSKIEGO 37, 97-300 PIOTRKÓW TRYBUNALSKI",1062011
poz,Przychodnia stomatologiczna,"Juliana Tuwima 4, 97-215 Inowłódz",1016052
poz,Przychodnia,"Mikołaja Kopernika 9A, 96-100 Skierniewice",1063011
poz,Przychodnia,"Rolnicza 1, 97-565 Lgota Wielka",1012082
poz,przychodnia,"Dożynkowa 44, 94-279 Łódź",1061049
poz,Przychodnia,"Tatrzańska 109, 93-279 Łódź",1061039
poz,Przychodnia,"Tuszyńska 29, 93-011 Łódź",1061039
poz,Przychodnia,"Rokicińska 28, 97-221 Łaznowska Wola",1016072
poz,Przychodnia,"Brzezińska 1A, 97-221 Rokiciny-Kolonia",1016072
poz,Przychodnia,"Brzezińska 1B, 97-221 Rokiciny-Kolonia",1016072
poz,Przychodnia,"Piotrkowska 3, 97-340 Niechcice",1010082
poz,Poradnia,"Staszica 34, 95-040 Koluszki",1006074
poz,przychodnia,"Władysława Anczyca 24, 93-262 Łódź",1061039
poz,Przychodnia Lekarska Hipokrates,"Rzemieślnicza 33, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia Lekarska SANTE,"Garbarska 10/12, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia Lekarska,"Łódzka 21, 97-300 Piotrków Trybunalski",1062011
poz,Przychodnia,"Politechniki 7, 95-590 Łódź",1061049
poz,Przychodnia,"Nastrojowa 67, 91-496 Łódź",1061029
poz,Przychodnia,"Franciszkańska 14/16, 91-433 Łódź",1061011
poz,Przychodnia,"INŻ. STEFANA SKRZYWANA 22, 93-582 ŁÓDŹ",1061039
poz,Pracownia diagnostyczna,"ul. Kościuszki 52, 99-300 Kutno",1002011
poz,Przychodnia,"Praga 19/21, 95-035 Ozorków",1020021
poz,Przychodnia POZ,"28 Pułku Strzelców Kaniowskich 6, 90-750 Łódź",1061011
poz,Przychodnia AOS,"Zielona 77, 90-765 Łódź",1061011
poz,Przychodnia Rawa Mazowiecka,"Plac Marszałka Piłsudskiego 9, 96-200 Rawa Mazowiecka",1013011
poz,Przychodnia,"Gruszczyce 111, 98-235 Gruszczyce",1014025
poz,Przychodnia,"Beli Bartoka 47, 92-532 Łódź",1061069
poz,Przychodnia,"Braterska 25, 93-563 Łódź",1061039
poz,Przychodnia,"Ciesielska 8, 91-308 Łódź",1061029
poz,poradnia,"Jana Kilińskiego 16, 99-100 Łęczyca",1004011
poz,przychodnia,"Zachodnia 10, 99-100 Łęczyca",1004011
poz,przychodnia,"Szkolna 5, 99-335 Witonia",1004082
poz,Pracownia diagnostyczna,"Warszawska 33, 98-100 Łask",1003024
poz,PANDA MED ZŁOCZEW,"Ogrodowa 17, 98-270 Złoczew",1014114
poz,Przychodnia,"Nowe Miasto 23, 95-035 Ozorków",1020021
poz,Przychodnia,"Próchnika 30/5, 90-708 Łódź",1061059
poz,Przychodnia,"Mikołaja Kopernika 23, 95-050 Konstantynów Łódzki",1008011
poz,PRZYCHODNIA STOMATOLOGICZNA,"Dworcowa 3T, 96-100 SKIERNIEWICE",1063011
poz,Przychodnia,"Mikołaja Kopernika 1A, 98-400 Wieruszów",1018074
poz,Przychodnia,"Kardynała Stefana Wyszyńskiego 14, 99-300 Kutno",1002011
poz,Przychodnia,"Koński Targ 7, 99-400 Łowicz",1005011
poz,Poradnia,"Wólczańska 35, 90-607 Łódź",1061049
poz,Przychodnia,"11 Listopada 79, 91-371 Łódź",1061029
poz,Ośrodek Paliatywnej Opieki Domowej,"Parzęczewska 72,72A,72B, 95-100 Zgierz",1020031
poz,Przychodnia,"P. O. W. 17, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia,"Polskiej Organizacji Wojskowej 17, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia Wielospecjalistyczna,"Łęczycka 11/13, 93-193 Łódź",1061039
poz,Przychodnia,"Bedlno 26 A, 99-311 Bedlno",1002022
poz,Przychodnia,"Królewska 6, 98-220 Zduńska Wola",1019011
poz,Domowa Opieka Medyczna Do-Med w Grębowie,"Spacerowa 11, 39-410 Grębów",1820032
poz,"Przychodnia Rodzinna Do-Med"" w Falenicy","Bysławska 84, 04-993 Warszawa",1465011
poz,"Przychodnia Rodzinna ""Do-Med"" w Zgorzale","Wilgi 20, 05-500 Zgorzała",1418032
poz,"Przychodnia Rodzinna ""Do-Med"" w Piasecznie","Aleja Lipowa 75, 05-500 Piaseczno",1418044
poz,Domowa Opieka Medyczna Do-Med w Drężewie,"Cisowa 7, 07-415 Drężewo",1415092
poz,Ośrodek Opieki Poszpitalnej w Sanoku,"Konarskiego 18, 38-500 Sanok",1817011
poz,"Domowa Opieka Medyczna ""Do-Med"" Niebocko","Niebocko 135, 36-204 Niebocko",1802032
poz,"Domowa Opieka Medyczna ""Do-Med"" Sawin","Chutecka 14 B, 22-107 Sawin",0603102
poz,"Domowa Opieka Medyczna ""Do-Med"" w Tarczynie","Warszawska 42, 05-555 Tarczyn",1418064
poz,"Domowa Opieka Medyczna ""Do-Med"" w Młochowie","Mazowiecka 5, 05-831 Młochów",1421052
poz,Domowa opieka medyczna w Nisku,"Tysiąclecia 9, 37-400 Nisko",1812054
poz,Domowa Opieka Medyczna Do-Med Zamość,"Aleje Jana Pawła II 19, 22-400 Zamość",0664011
poz,"Domowa Opieka Medyczna ""Do-Med"" Janów Lubelski","Bialska 24, 23-300 Janów Lubelski",0605054
poz,"Domowa Opieka Medyczna ""Do-Med"" Międzyborów","Partyzantów 2, 96-321 Międzyborów",1405052
poz,Domowa Opieka Medyczna Do-Med w Radzyniu Podlaskim,"Chomiczewskiego 23, 21-300 Radzyń Podlaski",0615011
poz,Domowa Opieka Medyczna Do-Med w Łukowie,"Andrzeja Struga 11, 21-400 Łuków",0611011
poz,Domowa Opieka Medyczna Do-Med Sokołów,"Węgrowska 5A, 08-300 Sokołów Podlaski",1429011
poz,Domowa Opieka Medyczna Do-Med w Węgrowie,"Gdańska 80E, 07-100 Węgrów",1433011
poz,"Przychodnia Rodzinna ""Do-Med""-Filia","Przewodowa 32, 04-874 Warszawa",1465011
poz,"Przychodnia ""Do-Med""","Radzice Duże 124, 26-340 Radzice Duże",1007025
poz,"Domowa Opieka Medyczna ""Do-Med"" Łask","9 Maja 65A, 98-100 Łask",1003024
poz,"Domowa Opieka Medyczna ""Do-Med"" Lesko","Unii Brzeskiej 24, 38-600 Lesko",1821034
poz,"Domowa Opieka Medyczna ""Do-Med"" Chełm","Wołyńska 32, 22-100 Chełm",0662011
poz,"Domowa Opieka Medyczna ""Do-Med"" Ustrzyki","29 Listopada 15, 38-700 Ustrzyki Dolne",1801084
poz,"Domowa Opieka Medyczna ""Do-Med"" w Fałkowie","Zamkowa 24, 26-260 Fałków",2605012
poz,Domowa Opieka Medyczna Do-Med w Tomaszowie Mazowieckim,"Marszałka Józefa Piłsudskiego 56/58, 97-200 Tomaszów Mazowiecki",1016011
poz,Domowa Opieka Medyczna Do-Med w Skierniewiczach,"Stanisława Domarasiewicza 3/5, 96-100 Skierniewice",1063011
poz,Przychodnia,"Norberta Barlickiego 15, 97-200 Tomaszów Mazowiecki",1016011
poz,Przychodnia,"Pomorska 11A, 95-200 Pabianice",1008021
poz,Przychodnia,"św. Franciszka z Asyżu 79, 93-479 Łódź",1061039
poz,Przychodnia,"Dominikańska 6, 99-100 Łęczyca",1004011
poz,Przychodnia,"Kalinowa 107A, 98-235 Kalinowa",1014025
poz,Przychodnia,"Kosynierów Gdyńskich 40, 93-357 Łódź",1061039
poz,Ośrodek Zdrowia w Gomunicach,"Armii Krajowej 30, 97-545 Gomunice",1012042
poz,Fila Ośrodka Zdrowia w Gomunicach- Ośrodek Zdrowia w Dobryszycach,"Południowa 7, 97-505 Dobryszyce",1012022
poz,przychodnia,"Józefa Piłsudskiego 67 A, 95-060 Brzeziny",1021011
poz,przychodnia,"Pomorska 80, 91-409 Łódź",1061011
poz,Poradnia Apis-Med,"Pomorska 95, 90-225 Łódź",1061011
poz,Przychodnia,"Skupiona 1, 93-323 Łódź",1061039
poz,Przychodnia,"gen. Romualda Traugutta 6, 95-200 Pabianice",1008021
poz,Przychodnia,"Podchorążych 53, 94-234 Łódź",1061011
poz,Ośrodek Pomocy Doraźnej,"Naftowa 7/15, 91-073 Łódź",1061049
poz,Przychodnia,"Rafała Bratoszewskiego 15, 95-070 Aleksandrów Łódzki",1020044
poz,Przychodnia,"Ignacego Paderewskiego 6, 93-509 Łódź",1061011
poz,Przychodnia,"3 Maja 2, 99-400 Łowicz",1005011
poz,Przychodnia,"Mostowa 4, 99-400 Łowicz",1005011
poz,Szpital  Chorób Płuc im. Błogosławionego Ojca Rafała Chylińskiego w Łodzi,"Okólna 181, 91-520 Łódź",1061011
poz,Specjalistyczny Szpital Gruźlicy Chorób Płuc i Rehabilitacji w Tuszynie,"Szpitalna 5, 95-080 Tuszyn",1006114
poz,Przychodnia Chorób Płuc i Alergii Układu Oddechowego w Zgierzu,"Długa 56, 95-100 Zgierz",1020031
poz,Poradnia,"Wadlew 78, 97-403 Wadlew",1001032
poz,Poradnia filia,"Suchcice 61, 97-403 Suchcice",1001032
poz,Przychodnia,"Bojerowa 3, 94-124 Łódź",1061049
poz,EUROKLINIKA IMPLANTOLOGICZNA Dr. n. med. Danuta Wróbel,"Srebrzyńska 52, 95-050 Konsantynów Łódzki",1008011
poz,Pracownia diagnostyczna - medyczne laboratorium diagnostyczne,"Sczanieckiej 4, 93-342 Łódź",1061039
poz,Przychodnia,"Wróblew 15, 98-285 Wróblew",1014102
poz,PRZYCHODNIA,"Krótka 2, 98-235 Błaszki",1014024
poz,Przychodnia,"Armii Krajowej 34, 97-500 Radomsko",1012011
poz,Przychodnia,"Przedborska 39/41, 97-500 Radomsko",1012011
poz,Poradnia,"Juliusza Poniatowskiego 3, 97-318 Czarnocin",1010022
poz,Przychodnia,"Krakowska 47, 97-500 Radomsko",1012011
poz,Stomatologia Adeeb Clinic,"Legionów Polskich 73, 41-300 Dąbrowa Górnicza",2465011
poz,Przychodnia,"Zakładowa 84, 92-402 Łódź",1061069
poz,Pracownia Protetyczno-Ortodontyczna,"Jedności Narodowej 28, 97-300 Piotrków Trybunalski",1062011
poz,Poradnia Rehabilitacji Leczniczej MEDAR-Cito,"Organizacji ""Wolność i Niezawisłość"" 37, 91-836 Łódź",1061029
poz,Przychodnia,"ks. kard. Stefana Wyszyńskiego 7A, 94-042 Łódź",1061049
poz,Zakład Rehabilitacji Leczniczej,"Getta Żydowskiego 64, 98-220 ZDUŃSKA WOLA",1019011
poz,Poradnia,"Hutnicza 18, 97-300 Piotrków Trybunalski",1062011
poz,PRZYCHODNIA,"Mickiewicza 16, 99-200 Poddębice",1011034
poz,Przychodnia,"Zielona 13, 99-200 Poddębice",1011034
poz,Przychodnia,"Rzgowska 62, 93-172 Łódź",1061039
poz,PRZYCHODNIA,"Retkińska 113/117, 94-004 Łódź",1061049
poz,Przychodnia,"Kołacin 14B, 95-061 Kołacin",1021032
poz,przychodnia,"Lipowa 102, 99-416 Nieborów",1005092
poz,Poradnia stomatologicza w Łowiczu,"Sybiraków 14, 99-400 Łowicz",1005011
poz,Przychodnia,"Miła 27, 99-200 Poddębice",1011034
poz,Przychodnia filia w Niewieszu,"Niewiesz-Kolonia 41C, 99-200 Niewiesz-Kolonia",1011035
poz,Przychodnia,"Anyżowa 5, 91-358 Łódź",1061029
poz,Przychodnia,"Augusta Cieszkowskiego 4, 93-504 Łódź",1061039
poz,PRZYCHODNIA,"Olimpijska 7A, 94-043 Łódź",1061011
poz,Przychodnia,"Zgierska 37A, 95-050 Konstantynów Łódzki",1008011
poz,Przychodnia stomatologiczna,"Kamienna 57, 95-100 Zgierz",1020031
poz,Przychodnia stomatologiczna,"Zachodnia 19, 99-100 Łęczyca",1004011
poz,przychodnia,"Szeroka 13, 97-200 Tomaszów Mazowiecki",1016011
poz,Ośrodek pielęgnacyjno-opiekuńczy,"Marii Skłodowskiej-Curie 46, 99-300 Kutno",1002011
poz,Ośrodek zdrowia,"Sienkiewicza 60, 95-082 Dobroń",1008042
poz,Przychodnia,"Henryka Sienkiewicza 14, 97-425 Zelów",1001084
poz,Wiejski Ośrodek Zdrowia w Brzykowie - filia,"Brzyków 21, 98-170 Brzyków",1003042
poz,Wiejski Ośrodek Zdrowia w Chociwiu - filia,"Chociw 137, 98-170 Chociw",1003042
poz,Przychodnia,"Sulwińskiego 33, 98-235 Błaszki",1014024
poz,Przychodnia,"Aleksandra Tansmana 2, 92-538 Łódź",1061069
poz,Hospicjum Stacjonarne,"Pojezierska 45/51, 91-338 Łódź",1061011
poz,Przychodnia,"Stefana Jaracza 55, 90-251 Łódź",1061011
poz,Poradnia,"Brzeźna 3 BUD.8, 90-303 Łódź",1061011
poz,"Przychodnia Stomatologiczna ""PRODENT""","NIEPODLEGŁOŚCI 3A, 31-861 Kraków",1261039
poz,"Miejskie Centrum Stomatologii ""Śródmieście"" Sp. z o.o. Niepubliczny Zakład Opieki  Zdrowotnej","Plac Świętego Ducha 3, 31-023 Kraków",1261011
poz,"Sanatorium Uzdrowiskowe ""MIELEC"" w Krynicy","Kazimierza Pułaskiego 73, 33-380 Krynica-Zdrój",1210074
poz,"Centrum Leczenia i Rehabilitacji ""Beskid""","Piękna 17, 33-380 Krynica-Zdrój",1210074
poz,Niepubliczny Zakład Opieki Zdrowotnej Ginekologii i Położnictwa GEMELLI,"Jagiellońskie 1, 31-832 Kraków",1261011
poz,Samodzielny Publiczny Zaklad Opieki Zdrowotnej w Mogilanach,"św. Bartłomieja Apostoła 21, 32-031 Mogilany",1206092
poz,Szpital - Myślenice,"Szpitalna 2, 32-400 Myślenice",1209034
poz,Opieka Całodobowa POZ,"Rynek 4, 32-031 Mogilany",1206092
poz,Szpital,"Kopernika 13, 32-100 Proszowice",1214054
poz,Zakład Opiekuńczo-Leczniczy,"Mikołaja Kopernika 13, 32-100 Proszowice",1214054
poz,"Ośrodek Zdrowia w Igołomi, filia SP ZOZ w Proszowicach","Igołomia 16, 32-126 Igołomia",1206022
poz,"Ośrodek Zdrowia w Wierzbnie, filia SP ZOZ w Proszowicach","Wierzbno 3, 32-104 Wierzbno",1214012
poz,Przychodnia Przyszpitalna,"Aleja Marszałka Ferdinanda Focha 33, 30-119 Kraków",1261011
poz,Zakład Diagnostyki Laboratoryjnej,"Skarbowa 1, 31-121 Kraków",1261011
poz,Miejska Przychodnia Zdrowia,"Bolesława Szpunara 20., 32-020 Wieliczka",1219054
poz,Ośrodek Zdrowia,"Chorągwica 140, 32-020 Chorągwica",1219055
