kategoria,nazwa,adres,teryt_gmina
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W GRABKOWIE,"Grabkowo 51, 87-820 Grabkowo",0418092
szkola,ZESPÓŁ SZKÓŁ IM. MARII SKŁODOWSKIEJ - CURIE W GOSTYNINIE,"Kowalska 5, 09-500 Gostynin",1404011
szkola,ZESPÓŁ SZKÓŁ IM. KAJETANA HR. KICKIEGO W SOBIESZYNIE,"Sobieszyn 298A, 08-504 Sobieszyn",0616062
szkola,POWIATOWE CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO IM. KOMISJI EDUKACJI NARODOWEJ,"Wrocławska 30a, 59-400 Jawor",0205011
szkola,ZESPÓŁ SZKÓŁ I PLACÓWEK IM. WINCENTEGO WITOSA W BOLKOWIE,"Niepodległości 17, 59-420 Bolków",0205024
szkola,POWIATOWY OŚRODEK ROZWOJU EDUKACJI,"Józefa Piłsudskiego 11, 59-420 Jawor",0205011
szkola,ZESPÓŁ SZKÓŁ INTEGRACYJNYCH IM. PIASTÓW ŚLĄSKICH W LEGNICY,"Kazimierza Wierzyńskiego 1, 59-220 Legnica",0262011
szkola,ZESPÓŁ SZKÓŁ W DAMNICY,"Marii Konopnickiej 1, 76-231 Damnica",2212022
szkola,ZESPÓŁ SZKÓŁ BUDOWLANYCH IM. WOJSKA POLSKIEGO W LEGNICY,"Władysława Grabskiego 14/22, 59-220 Legnica",0262011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM. PROF. BOLESŁAWA KRUPIŃSKIEGO W LUBINIE,"Tadeusza Kościuszki 9, 59-300 Lubin",0211011
szkola,ZESPÓŁ SZKÓŁ NR 2 IM. JANA WYŻYKOWSKIEGO W LUBINIE,"Szpakowa 1, 59-300 Lubin",0211011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 1,"Rubinowa 4, 35-322 Rzeszów",1863011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 W RZESZOWIE,"Lwowska 17, 35-301 Rzeszów",1863011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 3,"Skrajna 1, 35-231 Rzeszów",1863011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4,"Staroniwska 55, 35-101 Rzeszów",1863011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5,"bp. Józefa Sebastiana Pelczara 3, 35-310 Rzeszów",1863011
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH W LENARTOWICACH,"Lenartowice 59, 63-300 Lenartowice",3020065
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W SIEMIENIU,"Kościelna 1, 21-220 Siemień",0613062
szkola,"ZESPÓŁ SZKÓŁ SPOŁECZNYCH FUNDACJI EDUKACJI ""FABRYCZNA 10"" W BIAŁYMSTOKU","Fabryczna 10, 15-483 Białystok",2061011
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH IM. GEN. STANISŁAWA MACZKA W KORONOWIE,"Dworcowa 53, 86-010 Koronowo",0403044
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH IM. HENRYKA POBOŻNEGO W LEGNICY,"Złotoryjska 144, 59-220 Legnica",0262011
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH W TACZANOWIE DRUGIM,"Taczanów Drugi 32c, 63-300 Taczanów Drugi",3020065
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH W KOWALEWIE,"Bolesława Chrobrego 36, 63-300 Kowalew",3020065
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH NR 3 W PLESZEWIE,"Bolesława Krzywoustego 4, 63-300 Pleszew",3020064
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH NR 2 W PLESZEWIE,"Ogrodowa 2, 63-300 Pleszew",3020064
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH NR 1 W PLESZEWIE,"Szkolna 5, 63-300 Pleszew",3020064
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I ZAWODOWYCH W SOLCU KUJAWSKIM,"29 Listopada 7, 86-050 Solec Kujawski",0403084
szkola,PAŃSTWOWA SZKOŁA MUZYCZNA I I II STOPNIA IM. KAROLA KURPIŃSKIEGO W KUTNIE,"Pałacowa 10, 99-300 Kutno",1002011
szkola,PAŃSTWOWA SZKOŁA MUZYCZNA I I II ST. IM. IGNACEGO JANA PADEREWSKIEGO W KONINIE,"3 Maja 50, 62-500 Konin",3062011
szkola,ZESPÓŁ SZKOŁY PODSTAWOWEJ I PRZEDSZKOLA IM. JANA PAWŁA II W SAMSONOWIE,"Samsonów 24, 26-050 Samsonów",2604192
szkola,ZESPÓŁ SZKÓŁ W LIPIE,"Szkolna 5, 37-470 Lipa",1818055
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH IM.R.MIELCZARSKIEGO,"Bolesława Krzywoustego 13, 40-870 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH NR 2,"Mikołowska 131, 40-592 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM. MIKOŁAJA KOPERNIKA,"Słoneczne 33, 27-400 Ostrowiec Świętokrzyski",2607011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W SMARCHOWICACH WIELKICH,"Brzegowa 58, 46-100 Smarchowice Wielkie",1606025
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W GŁUSZYNIE,"Główna 115, 46-100 Głuszyna",1606025
szkola,ZESPÓŁ SZKÓŁ NR 15 PRZY UNIWERSYTECKIM DZIECIĘCYM SZPITALU KLINICZNYM IM. LUDWIKA ZAMENHOFA W BIAŁYMSTOKU,"Jerzego Waszyngtona 17, 15-269 Białystok",2061011
szkola,ZESPÓŁ SZKÓŁ W KÓRNIKU,"Poznańska 2, 62-035 Kórnik",3021094
szkola,ZESPÓŁ SZKÓŁ IM. GEN. DEZYDEREGO CHŁAPOWSKIEGO W BOLECHOWIE,"Obornicka 1, 62-005 Bolechowo-Osiedle",3021042
szkola,ZESPÓŁ SZKÓŁ IM. ADAMA WODZICZKI W MOSINIE,"Topolowa 2, 62-050 Mosina",3021104
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH,"Kołbaskowo 57, 72-001 Kołbaskowo",3211022
szkola,ZESPÓŁ SZKÓŁ GÓRNICZO - ENERGETYCZNYCH IM. STANISŁAWA STASZICA W KONINIE,"Kardynała Stefana Wyszyńskiego 3, 62-510 Konin",3062011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM.GEN.JERZEGO ZIĘTKA,"Stanisława Staszica 2, 40-230 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH NR 3 IM.EDWARDA ABRAMOWSKIEGO,"Harcerzy Września 1939 2, 40-659 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W OSTROWCU ŚWIĘTOKRZYSKIM,"Jana Kilińskiego 19, 27-400 Ostrowiec Świętokrzyski",2607011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH W KONINIE,"płk. Witolda Sztarka 2, 62-500 Konin",3062011
szkola,OŚRODEK SZKOLNO-TERAPEUTYCZNO-OPIEKUŃCZY DLA DZIECI I MŁODZIEŻY ZE SPEKTRUM AUTYZMU W BIAŁYMSTOKU,"Kazimierza Pułaskiego 96, 15-338 Białystok",2061011
szkola,ZESPÓŁ SZKÓŁ IM. MIKOŁAJA KOPERNIKA W KONINIE,"Aleje 1 Maja 22, 62-510 Konin",3062011
szkola,ZESPÓŁ SZKÓŁ BUDOWNICTWA I KSZTAŁCENIA ZAWODOWEGO IM. EUGENIUSZA KWIATKOWSKIEGO W KONINIE,"Budowlanych 6, 62-510 Konin",3062011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA USTAWICZNEGO IM. STEFANA BATOREGO W KONINIE,"Wodna 1, 62-500 Konin",3062011
szkola,ZESPÓŁ SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE,"Karolewo 8, 86-022 Karolewo",0403032
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W LGOCIE MAŁEJ,"Szkolna 1/3, 42-282 Lgota Mała",2404082
szkola,ZESPÓŁ SZKÓŁ NIEPUBLICZNYCH W PIECHCINIE,"Radłowska 10, 88-192 Piechcin",0419015
szkola,ZESPÓŁ SZKÓŁ IM. JANA ŚNIADECKIEGO W WYSZOGRODZIE,"Niepodległości 11A, 09-450 Wyszogród",1419154
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ZWONOWICACH,"Sumińska 9d, 44-292 Zwonowice",2412042
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W PSTRĄŻNEJ,"Szkolna 5, 44-284 Pstrążna",2412042
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ADAMOWICACH,"Szkolna 7, 47-435 Adamowice",2412042
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W LYSKACH,"Dworcowa 4, 44-295 Lyski",2412042
szkola,ZESPÓŁ SZKÓŁ NR 2 W GOLUBIU-DOBRZYNIU,"Kilińskiego 31, 87-400 Golub-Dobrzyń",0405011
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W PIOTRKOWICACH,"Franciszki Krasińskiej 1, 26-020 Piotrkowice",2604045
szkola,ZESPÓŁ SZKÓŁ,"św. Mikołaja 6, 87-410 Kowalewo Pomorskie",0405044
szkola,ZESPÓŁ SZKÓŁ W KORONOWIE,"Jana Sobieskiego 16, 86-010 Koronowo",0403044
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH W SŁUPSKU,"Karola Szymanowskiego 5, 76-200 Słupsk",2263011
szkola,ZESPÓŁ SZKÓŁ MECHANICZNYCH I LOGISTYCZNYCH IM. TADEUSZA TAŃSKIEGO W SŁUPSKU,"Mieczysława Niedziałkowskiego 2, 76-200 Słupsk",2263011
szkola,ZESPÓŁ SZKÓŁ NR 10 W BIAŁYMSTOKU,"Choroszczańska 29, 15-732 Białystok",2061011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM.ANNY WAZÓWNY W GOLUBIU-DOBRZYNIU,"PTTK 28, 87-400 Golub-Dobrzyń",0405011
szkola,ZESPÓŁ SZKÓŁ NR 3 W GOLUBIU-DOBRZYNIU,"Marii Konopnickiej 15, 87-400 Golub-Dobrzyń",0405011
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNO-ADMINISTRACYJNYCH W BYDGOSZCZY,"Gajowa 98, 85-717 Bydgoszcz",0461011
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 W GORZOWIE WLKP.,"Aleksandra Puszkina 31, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 16 W GORZOWIE WLKP.,"Ksawerego Dunikowskiego 5, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 3 W GORZOWIE WLKP.,"Ewarysta Estkowskiego 3, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ W WOJCIESZKOWIE IM.HENRYKA SIENKIEWICZA,"Parkowa 1 A, 21-411 Wojcieszków",0611102
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W GORZOWIE WLKP.,"Przemysłowa 22, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO W GORZOWIE WIELKOPOLSKIM,"Poznańska 23, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ MISTRZOSTWA SPORTOWEGO W GORZOWIE WLKP.,"Stefana Okrzei 42, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH W GORZOWIE WLKP.,"Czereśniowa 4e, 66-400 Gorzów Wielkopolski",0861011
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH NR 38,"Namysłowska 10, 03-455 Praga-Północ",1465088
szkola,ZESPÓŁ SZKÓŁ IM. CZESŁAWA MIŁOSZA W GRYFICACH,"11 Listopada 10, 72-300 Gryfice",3205024
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W RÓŻANYMSTOKU,"Różanystok 2, 16-200 Różanystok",2011015
szkola,ZESPÓŁ SZKOŁY PODSTAWOWEJ I PRZEDSZKOLA IM. KORNELA MAKUSZYŃSKIEGO,"Długa 1, 64-310 Zębowo",3015025
szkola,ZESPÓŁ SZKOŁY I PRZEDSZKOLA IM. JANA PAWŁA II W BRODACH,"Brody 1, 64-310 Brody",3015025
szkola,"ZESPÓŁ SZKOŁY PODSTAWOWEJ IM. BRONISŁAWA MALINOWSKIEGO I PRZEDSZKOLA ""KRYSTYNKA""","Chmielinko 55, 64-310 Chmielinko",3015025
szkola,ZESPÓŁ SZKOŁY PODSTAWOWEJ I PRZEDSZKOLA IM. EMILII SCZANIECKIEJ,"Pakosław 152, 64-310 Pakosław",3015025
szkola,ZESPÓŁ SZKÓŁ IM. WINCENTEGO WITOSA W PŁOTACH,"Ignacego Paderewskiego 13, 72-310 Płoty",3205044
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. WOJCIECHA KORFANTEGO,"Raciborska 3, 40-074 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ IM. ZBIGNIEWA HERBERTA W TRZEBIATOWIE,"Lipowy 15, 72-320 Trzebiatów",3205084
szkola,"ZESPÓŁ SZKÓŁ SPECJALNYCH NR 78 IM. EWY SZELBURG-ZAREMBINY W INSTYTUCIE ""POMNIK CENTRUM ZDROWIA DZIECKA""","Aleja Dzieci Polskich 20, 04-730 Wawer",1465148
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH IM. MARII GRZEGORZEWSKIEJ W ZAWIERCIU,"Macieja Rataja 29, 42-400 Zawiercie",2416021
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH NR 85,"Elektoralna 12/14, 00-139 Śródmieście",1465108
szkola,ZESPÓŁ SZKÓŁ W ZDZIECHOWICACH,"Zdziechowice Drugie 212, 37-470 Zdziechowice Drugie",1818055
szkola,POWIATOWY OŚRODEK POMOCY PSYCHOLOGICZNO-PEDAGOGICZNEJ I DORADZTWA METODYCZNEGO W OŁAWIE,"Zamkowy 18, 55-200 Oława",0215011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM STANISŁAWA STASZICA W OLKUSZU,"Górnicza 12, 32-300 Olkusz",1212054
szkola,ZESPÓŁ SZKÓŁ IM.OJCA ŚWIĘTEGO JANA PAWŁA II W NIEPOŁOMICACH,"Plac Kazimierza Wielkiego 1, 32-005 Niepołomice",1219044
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 1,"Gościniec 53, 00-704 Mokotów",1465058
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W DĘBOGÓRZU,"Pomorska 30, 81-198 Dębogórze",2211052
szkola,ZESPÓŁ SZKÓŁ NR 4 IM. KOMISJI EDUKACJI NARODOWEJ W OLKUSZU,"Legionów Polskich 1, 32-300 Olkusz",1212054
szkola,ZESPÓŁ SZKÓŁ POLIGRAFICZNO-MECHANICZNYCH IM.ARMII KRAJOWEJ,"Armii Krajowej 84, 40-671 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ W SAWINIE,"Brzeska 14, 22-107 Sawin",0603102
szkola,ZESPÓŁ SZKÓŁ IM. ZJEDNOCZONEJ EUROPY W OŁAWIE,"3 Maja 18e, 55-200 Oława",0215011
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH NR 89,"Skaryszewska 8, 03-802 Praga-Południe",1465078
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W SULĘCINIE,"Długa 24, 63-023 Sulęcin",3025022
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 3 W KOŚCIERZYNIE,"Mestwina II 2, 83-400 Kościerzyna",2206011
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W MURZYNOWIE LEŚNYM,"Poznańska 74, 63-023 Murzynowo Leśne",3025022
szkola,ZESPÓŁ SZKÓŁ W KRZYKOSACH,"Główna 39, 63-024 Krzykosy",3025022
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH NR 90,"Augustyna Kordeckiego 54, 04-330 Warszawa",1465011
szkola,ZESPÓŁ SZKÓŁ W SULĘCINKU,"Szkolna 26, 63-023 Sulęcinek",3025022
szkola,ZESPÓŁ SZKÓŁ W PIĘCZKOWIE,"Szkolna 5, 63-025 Pięczkowo",3025022
szkola,ZESPÓŁ SZKÓŁ W WOLBROMIU,"Skalska 18, 32-340 Wolbrom",1212074
szkola,ZESPÓŁ SZKÓŁ IM. JANA KASPROWICZA W JELCZU-LASKOWICACH,"Techników 26, 55-220 Jelcz-Laskowice",0215034
szkola,ZESPÓŁ SZKÓŁ PONADPODSTAWOWYCH W KALISZU,"Rzemieślnicza 6, 62-800 Kalisz",3061011
szkola,POWIATOWE CENTRUM EDUKACJI I POMOCY PYCHOLOGICZNO-PEDAGOGICZNEJ W WOŁOWIE,"Tadeusza Kościuszki 27, 56-100 Wołów",0222034
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH IM. ZESŁAŃCÓW SYBIRU W KALISZU,"Wąska 13, 62-800 Kalisz",3061011
szkola,ZESPÓŁ SZKÓŁ NR 3 IM. INŻ. ANTONIEGO KOCJANA W OLKUSZU,"Francesco Nullo 32, 32-300 Olkusz",1212054
szkola,"ZESPÓŁ SZKÓŁ GASTRONOMICZNO-HOTELARSKICH IM. JANKA BYTNARA ""RUDEGO"" W KALISZU","Wodna 11-13, 62-800 Kalisz",3061011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNO-ELEKTRONICZNYCH W KALISZU,"Częstochowska 99, 62-800 Kalisz",3061011
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH NR 1 IM. WŁADYSŁAWA KORŻYKA W RYKACH,"Żytnia 5, 08-500 Ryki",0616044
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH W KALISZU,"Legionów 6, 62-800 Kalisz",3061011
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH IM. IRENY KOMOROWSKIEJ W OŁAWIE,"Jarosława Iwaszkiewicza 9a, 55-200 Oława",0215011
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH RZEMIOSŁA,"Poznańska 18, 88-100 Inowrocław",0407011
szkola,ZESPÓŁ SZKÓŁ W CHORZELOWIE,"Chorzelów 316, 39-331 Chorzelów",1811052
szkola,ZESPÓŁ SZKÓŁ SAMOCHODOWYCH IM. STANISŁAWA STASZICA W KALISZU,"3 Maja 18, 62-800 Kalisz",3061011
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. JANUSZA KORCZAKA W DĘBICY,"Ogrodowa 20, 39-200 Dębica",1803011
szkola,ZESPÓŁ SZKÓŁ SPOŁECZNYCH NR 1 W WAŁBRZYCHU,"Jacka Malczewskiego 22, 58-309 Wałbrzych",0265011
szkola,ZESPÓŁ SZKÓŁ NR 7 IM. SZCZEPANA BOŃKOWSKIEGO,"Chłodna 36/46, 00-872 Wola",1465188
szkola,ZESPÓŁ SZKÓŁ FOTOTECHNICZNYCH,"Spokojna 13, 01-044 Wola",1465188
szkola,ZESPÓŁ SZKÓŁ IM. MICHAŁA KONARSKIEGO,"Okopowa 55A, 01-043 Wola",1465188
szkola,ZESPÓŁ SZKÓŁ SAMOCHODOWYCH I LICEALNYCH NR 2,"Aleja Jana Pawła II 69, 01-038 Wola",1465188
szkola,ZESPÓŁ SZKÓŁ STENOTYPII I JĘZYKÓW OBCYCH,"Ogrodowa 16, 00-896 Wola",1465188
szkola,ZESPÓŁ SZKÓŁ W ŁĘGU,"Chojnicka 2a, 89-652 Łąg",2202045
szkola,ZESPÓŁ SZKÓŁ W RYTLU,"ks. Antoniego Kowalkowskiego 6, 89-642 Rytel",2202045
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH W OLKUSZU,"Jana Kochanowskiego 2, 32-305 Olkusz",1212054
szkola,CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KALISZU,"Handlowa 9, 62-800 Kalisz",3061011
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH - PUBLICZNA SZKOŁA PODSTAWOWA I PRZEDSZKOLE W JURKOWICACH,"Jurkowice 80, 28-210 Jurkowice",2612015
szkola,ZESPÓŁ SZKÓŁ KUJAWSKO-POMORSKIEGO CENTRUM KSZTAŁCENIA,"Toruńska 55-57, 85-023 Bydgoszcz",0461011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W RZUCHOWEJ,"Rzuchowa 278, 33-114 Rzuchowa",1216042
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 IM. MARII KONOPNICKIEJ W PRUSZCZU GDAŃSKIM,"Juliana Ursyna Niemcewicza 1, 83-000 Pruszcz Gdański",2204011
szkola,ZESPÓŁ SZKÓŁ NR 36 IM. MARCINA KASPRZAKA,"Marcina Kasprzaka 19/21, 01-211 Wola",1465188
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY,"Konstytucji 3 Maja 3, 96-330 Puszcza Mariańska",1438032
szkola,NIEPUBLICZNY ZESPÓŁ SPECJALNYCH PLACÓWEK OŚWIATOWYCH POLSKIEGO STOWARZYSZENIA NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W GIŻYCKU,"Dąbrowskiego 15, 11-500 Giżycko",2806011
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH IM. JANUSZA KORCZAKA WE WRZEŚNI,"Leśna 10, 62-300 Września",3030054
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W ZAKLIKOWIE,"Sandomierska 56, 37-470 Zaklików",1818054
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH - PUBLICZNA SZKOŁA PODSTAWOWA I PRZEDSZKOLE W SZCZEGLICACH,"Szczeglice 48, 28-210 Szczeglice",2612015
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W RUSZCZY,"Szkolna 2, 28-230 Ruszcza",2612055
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŁĄCZNIKU,"Fabryczna 4a, 48-220 Łącznik",1610015
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. JANA PAWŁA II W ZŁOTOWIE,"Wolności 1/2, 77-400 Złotów",3031011
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH NR 96 W INSTYTUCIE PSYCHIATRII I NEUROLOGII,"Jana III Sobieskiego 9, 02-957 Mokotów",1465058
szkola,SAMORZĄDOWY ZESPÓŁ SZKOLNY WE FRAMPOLU,"Gorajska 16, 23-440 Frampol",0602054
szkola,ZESPÓŁ SZKÓŁ IM. M. SKŁODOWSKIEJ-CURIE W KOSTRZYNIE NAD ODRĄ,"Komisji Edukacji Narodowej 2, 66-470 Kostrzyn nad Odrą",0801011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BIAŁEJ,"Tysiąclecia 16, 48-210 Biała",1610014
szkola,ZESPÓŁ SZKÓŁ LICEALNYCH I TECHNICZNYCH NR 1,"Wiśniowa 56, 02-520 Mokotów",1465058
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 11 W SOSNOWCU,"Skwerowa 21, 41-217 Sosnowiec",2475011
szkola,ŚLĄSKIE TECHNICZNE ZAKŁADY NAUKOWE,"Sokolska 26, 40-086 Katowice",2469011
szkola,ZESPÓŁ SZKÓŁ SPOŁECZNYCH W WOŁOWIE,"Zaułek Zielony 20, 56-100 Wołów",0222034
szkola,ZESPÓŁ SZKOLNO – PRZEDSZKOLNY W LASOWICACH WIELKICH,"Lasowice Wielkie 83, 46-282 Lasowice Wielkie",1604032
szkola,ZESPÓŁ SZKÓŁ W BOBROWEJ,"Bobrowa 131, 39-203 Bobrowa",1803072
szkola,ZESPÓŁ PLACÓWEK RESOCJALIZACYJNO-SOCJOTERAPEUTYCZNYCH W OŁAWIE,"ks. Franciszka Kutrowskiego 31a, 55-200 Oława",0215011
szkola,ZESPÓŁ SZKÓŁ NR 9,"Rafała Krajewskiego 1, 51-690 Wrocław-Śródmieście",0264069
szkola,ZESPÓŁ SZKÓŁ LICEALNYCH I ZAWODOWYCH,"Wincentego Witosa 49, 69-200 Sulęcin",0807044
szkola,ZESPÓŁ SZKÓŁ TECHNICZNO-ZAWODOWYCH IM.MACIEJA RATAJA W TOMASZOWIE LUBELSKIM,"Generała Józefa Hallera 5, 22-600 Tomaszów Lubelski",0618011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNO-MOTORYZACYJNYCH IM.JAROSŁAWA DĄBROWSKIEGO W TOMASZOWIE LUBELSKIM,"Żwirki i Wigury 7, 22-600 Tomaszów Lubelski",0618011
szkola,ZESPÓŁ SZKÓŁ W SUBKOWACH,"Józefa Wybickiego 19b, 83-120 Subkowy",2214052
szkola,ZESPÓŁ KSZTAŁCENIA PODSTAWOWEGO I PRZEDSZKOLNEGO W MAŁEJ SŁOŃCY,"Długa 1, 83-120 Mała Słońca",2214052
szkola,ZESPÓŁ SZKÓŁ MECHANICZNYCH,"Kościuszki 58, 88-200 Radziejów",0411011
szkola,ZESPÓŁ SZKÓŁ I PLACÓWEK,"Szkolna 12, 88-200 Radziejów",0411011
szkola,ZESPÓŁ SZKÓŁ ROLNICZE CENTRUM KSZTAŁCENIA USTAWICZNEGO,"Przemystka 21, 88-200 Przemystka",0411062
szkola,ZESPÓŁ SZKÓŁ NR 2 IM. KS. WARCISŁAWA IV W SZCZECINKU,"1-go Maja 22, 78-400 Szczecinek",3215011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH W SZCZECINKU,"Koszalińska 81, 78-400 Szczecinek",3215011
szkola,POWIATOWY ZESPÓŁ SZKÓŁ W CHOJNOWIE,"Wincentego Witosa 1, 59-225 Chojnów",0209011
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W KLECZEWIE,"pl. Józefa Piłsudskiego 13, 62-540 Kleczew",3010044
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W SOMPOLNIE,"Gimnazjalna 2, 62-610 Sompolno",3010104
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNO-USŁUGOWYCH IM.FRYDERYKA CHOPINA W ŻYCHLINIE,"Parkowa 2, 62-571 Żychlin",3010112
szkola,ZESPÓL SZKOLNO-PRZEDSZKOLNY IM. PISARZY ŚLĄSKICH W ZŁOTNIKACH,"Opolska 40, 46-060 Złotniki",1609105
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. JANA PAWŁA II W BOGUSZYCACH,"Opolska 17, 46-060 Boguszyce",1609105
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 14 W SOSNOWCU,"Stefana Kisielewskiego 4B, 41-219 Sosnowiec",2475011
