kategoria,nazwa,adres,teryt_gmina
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I ZAWODOWYCH IM. ZIEMI POGORZELSKIEJ W POGORZELI,"Krobska 19, 63-860 Pogorzela",3004064
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH IM. POWSTAŃCÓW WIELKOPOLSKICH W GOSTYNIU,"Juliana Tuwima 44, 63-800 Gostyń",3004024
szkola,ZESPÓŁ SZKÓŁ NR 33 W WARSZAWIE,"Targowa 86, 03-448 Praga-Północ",1465088
szkola,ZESPÓŁ SZKÓŁ IM. JANUSZA KORCZAKA W SZYDŁOWIE,"Szkolna 5, 64-930 Szydłowo",3019062
szkola,ZESPÓŁ SZKÓŁ IM. WŁADYSŁAWA STANISŁAWA REYMONTA W STAREJ ŁUBIANCE,"Polna 8, 64-932 Stara Łubianka",3019062
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 IM. CHARLES DE GAULLE'A,"Tarnowska 27, 61-323 Poznań-Nowe Miasto",3064049
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W OLKUSZU,"Legionów Polskich 3, 32-300 Olkusz",1212054
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH W GNIEŹNIE,"Bolesława Chrobrego 23, 62-200 Gniezno",3003011
szkola,ZESPÓŁ PUBLICZNYCH PLACÓWEK OŚWIATOWYCH W RUDZIE MALENIECKIEJ,"Ruda Maleniecka 105, 26-242 Ruda Maleniecka",2605052
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH NR 1 IM. WOJCIECHA KORFANTEGO,"Sportowa 23, 41-506 Chorzów",2463011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH NR 2 IM. MARIANA BATKO,"Powstańców 6a, 41-500 Chorzów",2463011
szkola,ZESPÓŁ SZKÓŁ GASTRONOMICZNO-USŁUGOWYCH IM. MARII DĄBROWSKIEJ,"Katowicka 64, 41-500 Chorzów",2463011
szkola,ZESPÓŁ SZKÓŁ BUDOWNICTWA NR 1,"Rybaki 17, 61-883 Poznań-Stare Miasto",3064059
szkola,ZESPÓŁ SZKÓŁ IM. MARII CURIE SKŁODOWSKIEJ W KĘTRZYNIE,"Wojska Polskiego 12, 11-400 Kętrzyn",2808011
szkola,POWIATOWE CENTRUM EDUKACYJNE W KĘTRZYNIE,"Poznańska 21, 11-400 Kętrzyn",2808011
szkola,ZESPÓŁ SZKÓŁ IM. MACIEJA RATAJA W RESZLU,"Waleriana Łukasińskiego 3, 11-440 Reszel",2808054
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 33,"Stanisława Wyspiańskiego 27, 61-866 Poznań-Grunwald",3064029
szkola,ZESPÓŁ SZKÓŁ W REPKACH,"Osiedlowa 8, 08-307 Repki",1429062
szkola,"ZESPÓŁ NIEPUBLICZNYCH SZKOLNYCH SCHRONISK MLODZIEŻOWYCH ""SADYBA"" W BOSZKOWIE","Starkowska 26, 64-140 Boszkowo-Letnisko",3013072
szkola,ZESPÓŁ SZKÓŁ W SKRZESZEWIE,"Skrzeszew 98, 08-307 Skrzeszew",1429062
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH IM. 9 DREZDEŃSKIEJ BRYGADY ARTYLERII I PORADNI PSYCHOLOGICZNO-PEDAGOGICZNEJ W MORĄGU,"Kujawska 1, 14-300 Morąg",2815084
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W KLEMENTOWICACH,"Klementowice 230, 24-170 Klementowice",0614065
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8,"Rzeczypospolitej 111, 61-389 Poznań-Nowe Miasto",3064049
szkola,ZESPÓŁ SZKÓŁ INTEGRACYJNYCH,"Osiek Jasielski 122, 38-223 Osiek Jasielski",1805082
szkola,ZESPÓŁ SZKÓŁ W GOŚCINIE,"Kościuszki 5, 78-120 Gościno",3208034
szkola,ZESPÓŁ SZKÓŁ IM. GEN. WŁADYSŁAWA SIKORSKIEGO,"marsz. Józefa Piłsudskiego 28, 37-420 Rudnik nad Sanem",1812064
szkola,REGIONALNE CENTRUM EDUKACJI ZAWODOWEJ,"Sandomierska 1, 37-400 Nisko",1812054
szkola,ZESPÓŁ SZKÓŁ W JEŻOWEM IM. KS. STANISŁAWA STASZICA,"Jeżowe 162A, 37-430 Jeżowe",1812032
szkola,POWIATOWY ZESPÓŁ SZKÓŁ NR 3 W SOBÓTCE,"św. Jakuba 20, 55-050 Sobótka",0223074
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH IM MJR HENRYKA SUCHARSKIEGO W ZŁOTORYI,"Wojska Polskiego 50, 59-500 Złotoryja",0226021
szkola,ZESPÓŁ SZKÓŁ CHEMICZNYCH,"Starołęcka 36, 61-361 Poznań",3064011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W LIPIU,"Częstochowska 31, 42-165 Lipie",2406032
szkola,ZESPÓŁ SZKÓŁ IM. MIKOŁAJA KOPERNIKA W SAMBOROWIE,"Szkolna 8, 14-100 Samborowo",2815092
szkola,ZESPÓŁ PRZEDSZKOLNO - SZKOLNY W TYROWIE,"Tyrowo 41, 14-100 Tyrowo",2815092
szkola,ZESPÓŁ SZKÓŁ W KISIELICACH,"Aleja Wojska Polskiego 2, 14-220 Kisielice",2807044
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH W KONARZYNACH,"Szkolna 12, 89-607 Konarzyny",2202052
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W KLECZEWIE,"Świętej Kingi 7, 62-540 Kleczew",3010044
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1,"Jana Kasprowicza 11, 47-400 Racibórz",2411011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. NOBLISTÓW POLSKICH W LESZNOWOLI,"Szkolna 6, 05-506 Lesznowola",1418032
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BUDZISŁAWIU KOŚCIELNYM,"Szkolna 17, 62-541 Budzisław Kościelny",3010045
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W PARZYMIECHACH,"Parkowa 2, 42-164 Parzymiechy",2406032
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W LINDOWIE,"Lindów 42, 42-165 Lindów",2406032
szkola,ZESPÓŁ PRZEDSZKOLNO-SZKOLNY W BUKOWCU,"Kościelna 75, 64-300 Bukowiec",3015045
szkola,ZESPÓŁ SZKÓŁ W KLĘCE,"Klęka 9, 63-040 Klęka",3025032
szkola,ZESPÓŁ SZKÓŁ IM. JANA PAWŁA II W CHOCICZY,"Śremska 30, 63-041 Chocicza",3025032
szkola,ZESPÓŁ SZKÓŁ IM.GEN.J.H.DĄBROWSKIEGO W NOWYM MIEŚCIE NAD WARTĄ,"Szkolna 1, 63-040 Nowe Miasto nad Wartą",3025032
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8 W TOMASZOWIE MAZOWIECKIM,"Gminna 5/9, 97-200 Tomaszów Mazowiecki",1016011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŻYCHLINIE,"Stefana Żeromskiego 8, 99-320 Żychlin",1002114
szkola,ZESPÓŁ SZKÓŁ I PLACÓWEK OŚWIATOWYCH NR 5,"Głuszyna 187, 61-329 Poznań-Nowe Miasto",3064049
szkola,ZESPÓŁ SZKÓŁ Z ODDZIAŁAMI SPORTOWYMI NR 1,"Pod Lipami 106, 61-638 Poznań",3064011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 12,"Zwycięstwa 101, 61-652 Poznań-Stare Miasto",3064059
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 19,"Stare Żegrze 1, 61-249 Poznań-Nowe Miasto",3064049
szkola,ZESPÓŁ SZKÓŁ SPECJALNYCH W RACIBORZU,"Królewska 19, 47-400 Racibórz",2411011
szkola,ZESPÓŁ SZKÓŁ NR 1 IM. POWSTAŃCÓW ŚLĄSKICH,"Skarbowa 2, 47-200 Kędzierzyn-Koźle",1603011
szkola,ZESPÓŁ SZKÓŁ KATOLICKICH IM. JANA PAWŁA II,"Krzysztofa Kamila Baczyńskiego 156, 91-170 Łódź-Bałuty",1061029
szkola,ZESPÓŁ SZKÓŁ ŻEGLUGI ŚRÓDLĄDOWEJ IM. BOHATERÓW WESTERPLATTE,"Bohaterów Westerplatte 1, 47-200 Kędzierzyn-Koźle",1603011
szkola,ZESPÓŁ SZKÓŁ NR 4 IM. ZYGMUNTA BALICKIEGO W KUTNIE - AZORACH,"Azory ., 99-300 Azory",1002011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. JADWIGI DZIUBIŃSKIEJ W STARYM BRZEŚCIU,"Stary Brześć 14, 87-880 Stary Brześć",0418045
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. CHOR. JANA SZYMAŃSKIEGO W MARIANOWIE,"Marianowo 7, 18-421 Marianowo",2007052
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO W DOBROCINIE,"Dobrocin 3, 14-330 Dobrocin",2815052
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM.KOMISJI EDUKACJI NARODOWEJ W HENRYKOWIE,"Henryków 54, 67-300 Henryków",0810075
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO W SIENNICY RÓŻANEJ,"Siennica Różana 266A, 22-304 Siennica Różana",0606102
szkola,"ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. SZKOŁY PODCHORĄŻYCH PIECHOTY W KOMOROWIE, W STARYM LUBIEJEWIE","Klonowa 4, 07-300 Stare Lubiejewo",1416072
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. OSADNIKÓW WOJSKOWYCH W MIESZKOWICACH,"Techników 1, 74-505 Mieszkowice",3206054
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. KAZIMIERZA WIELKIEGO W KOWALU,"Kazimierza Wielkiego 9, 87-820 Kowal",0418011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. WINCENTEGO WITOSA W BONINIE,"Bonin 1-2, 76-009 Bonin",3209042
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. ZIEMI SANDOMIERSKIEJ W SANDOMIERZU-MOKOSZYNIE,"Mokoszyńska 1, 27-600 Sandomierz",2609011
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH NR 3 W STARACHOWICACH,"Szkolna 10, 27-200 Starachowice",2611011
szkola,ZESPÓŁ SZKÓŁ NR 5,"Różana 1/3, 61-577 Poznań-Wilda",3064069
szkola,ZESPÓŁ SZKÓŁ NR 8,"Kazimierza Jarochowskiego 62, 60-249 Poznań-Grunwald",3064029
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 13,"Hangarowa 14, 60-409 Poznań-Jeżyce",3064039
szkola,ZESPÓŁ SZKÓŁ W PARCZEWIE,"Wojska Polskiego 1, 21-200 Parczew",0613044
szkola,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. JANA PAWŁA II W GORLICACH,"Ariańska 3, 38-300 Gorlice",1205011
szkola,ZESPÓŁ SZKÓŁ NR 3 IM. MIKOŁAJA REJA W KĘDZIERZYNIE-KOŹLU,"Sławięcicka 79, 47-230 Kędzierzyn-Koźle",1603011
szkola,ZESPÓŁ SZKÓŁ IM. STANISŁAWA MIKOŁAJCZYKA W OPATÓWKU,"Parkowa 5, 62-860 Opatówek",3007084
szkola,ZESPÓŁ SZKÓŁ W STRZEGOWIE,"Wyzwolenia 13, 06-445 Strzegowo",1413052
szkola,ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH W JEDWABNEM,"Mickiewicza 2, 18-420 Jedwabne",2007014
szkola,ZESPÓŁ SZKÓŁ PONADPODSTAWOWYCH IM. JANA KILIŃSKIEGO W ZELOWIE,"Jana Kilińskiego 5, 97-425 Zelów",1001084
szkola,ZESPÓŁ SZKÓŁ NR 1 W LISKOWIE,"Twórców Liskowa 1, 62-850 Lisków",3007062
szkola,ZESPÓŁ SZKÓŁ SAMOCHODOWYCH I OGÓLNOKSZTAŁCĄCYCH W BIELSKU-BIAŁEJ,"Filarowa 52, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ BUDOWLANYCH IM.GENERAŁA STANISŁAWA MACZKA W BIELSKU-BIAŁEJ,"Budowlanych 4, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. STANISŁAWA SZUMCA W BIELSKU-BIAŁEJ,"Akademii Umiejętności 1, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I HANDLOWYCH IM.FRANCISZKA KĘPKI W BIELSKU-BIAŁEJ,"Józefa Lompy 11, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ PONADPODSTAWOWYCH IM. STANISŁAWA STASZICA W KAMIENIU POMORSKIM,"Wolińska 7, 72-400 Kamień Pomorski",3207034
szkola,POZNAŃSKIE CENTRUM EDUKACJI USTAWICZNEJ I PRAKTYCZNEJ,"Jawornicka 1, 60-161 Poznań",3064011
szkola,ZESPÓŁ SZKÓŁ MEDYCZNYCH I OGÓLNOKSZTAŁCĄCYCH IM. HANNY CHRZANOWSKIEJ W BIELSKU-BIAŁEJ,"Marii Konopnickiej 6, 43-300 Bielsko-Biała",2461011
szkola,BIELSKA SZKOŁA PRZEMYSŁOWA W BIELSKU-BIAŁEJ,"Teodora Sixta 20, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ GASTRONOMICZNYCH W BIELSKU-BIAŁEJ,"Stanisława Wyspiańskiego 5, 43-300 Bielsko-Biała",2461011
szkola,"ZESPÓŁ SZKÓŁ ELEKTRONICZNYCH, ELEKTRYCZNYCH I MECHANICZNYCH IM. JĘDRZEJA ŚNIADECKIEGO W BIELSKU-BIAŁEJ","Juliusza Słowackiego 24, 43-300 Bielsko-Biała",2461011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. WINCENTEGO WITOSA W RÓŻAŃCU,"Różaniec Pierwszy 94, 23-420 Różaniec Pierwszy",0602125
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. JADWIGI DZIUBIŃSKIEJ W ZDUŃSKIEJ DĄBROWIE,"Nowe Zduny 64, 99-440 Nowe Zduny",1005102
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. KS. DR. JANA DZIERŻONA W BOGDAŃCZOWICACH,"Bogdańczowice 1A, 46-233 Bogdańczowice",1604025
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. ADOLFA DYGASIŃSKIEGO W SICHOWIE DUŻYM,"Sichów Duży 89, 28-236 Sichów Duży",2612062
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W JAROSZOWIE,"Jaroszów 98, 58-120 Jaroszów",0219065
szkola,ZESPÓŁ SZKÓŁ ROLNICZYCH W CUDZYNOWICACH,"Cudzynowice 176, 28-500 Cudzynowice",2603035
szkola,ZESPÓŁ SZKÓŁ IM. KRÓLA WŁADYSŁAWA JAGIEŁŁY W LIDZBARKU,"Przemysłowa 1, 13-230 Lidzbark",2803044
szkola,ZESPÓŁ SZKÓŁ NR 1 W DZIAŁDOWIE,"Grunwaldzka 4, 13-200 Działdowo",2803011
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH NR 1 IM. GEN. SYLWESTRA KALISKIEGO,"Pocztowa 6, 13-200 Działdowo",2803011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH IM. KS. EDMUNDA DOMAŃSKIEGO W IŁOWIE-OSADZIE,"Leśna 10a, 13-240 Iłowo-Osada",2803032
szkola,ZESPÓŁ SZKÓŁ IM. EMILII SUKERTOWEJ-BIEDRAWINY W MALINOWIE,"Malinowo 10, 13-200 Malinowo",2803022
szkola,ZESPÓŁ SZKÓŁ BUDOWLANYCH NR 1,"Prezydenta Ignacego Mościckiego 4, 09-400 Płock",1462011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W MIKOŁOWIE,"Skalna 10, 43-190 Mikołów",2408021
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W ZABŁUDOWIE,"Adama Mickiewicza 20, 16-060 Zabłudów",2002144
szkola,ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH IM. WŁ. ST. REYMONTA W PĄTNOWIE,"Pątnów 105, 98-335 Pątnów",1017072
szkola,ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH IM. JANA PAWŁA II WIELKIEGO W ZAŁĘCZU MAŁYM,"Załęcze Małe 35, 98-335 Załęcze Małe",1017072
szkola,POWIATOWY ZESPÓŁ SZKÓŁ NR 2 IM. HIPOLITA ROSZCZYNIALSKIEGO W RUMI,"Grunwaldzka 57, 84-230 Rumia",2215021
szkola,ZESPÓŁ SZKÓŁ IM. HUGONA KOŁŁĄTAJA W JORDANOWIE,"Kolejowa 9, 34-240 Jordanów",1215011
szkola,ZESPÓŁ SZKÓŁ TECHNICZNO-BRANŻOWYCH,"11 Listopada 45, 44-330 Jastrzębie-Zdrój",2467011
szkola,ZESPÓŁ SZKÓŁ W DĘBNICY,"Ostrowska 140, 63-421 Dębnica",3017052
szkola,ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH IM. KRÓLA WŁADYSŁAWA JAGIEŁŁY W DZIETRZNIKACH,"Dzietrzniki 105, 98-335 Dzietrzniki",1017072
szkola,ZESPÓŁ SZKÓŁ W BORZYTUCHOMIU,"Szkolna 1, 77-141 Borzytuchom",2201012
szkola,RZEMIEŚLNICZE CENTRUM SZKÓŁ ZAWODOWYCH W TARNOWIE,"Dworcowy 5A, 33-100 Tarnów",1263011
szkola,ZESPÓŁ SZKÓŁ MISTRZOSTWA SPORTOWEGO,"Piastów 15, 44-335 Jastrzębie-Zdrój",2467011
szkola,ZESPÓL SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 7,"Krakowska 17a, 61-889 Poznań-Stare Miasto",3064059
szkola,ZESPÓŁ SZKÓŁ W BUDACH GŁOGOWSKICH,"Budy Głogowskie 846, 36-060 Budy Głogowskie",1816065
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 12 W RZESZOWIE,"Pogwizdowska 139, 35-212 Rzeszów",1863011
szkola,ZESPÓŁ SZKÓŁ W PRZEWROTNEM,"Przewrotne 589, 36-003 Przewrotne",1816065
szkola,ZESPÓŁ SZKÓŁ W WYSOKIEJ GŁOGOWSKIEJ,"Wysoka Głogowska 299, 36-061 Wysoka Głogowska",1816065
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. MIKOŁAJA KOPERNIKA W NIDKU,"św. Judy Tadeusza 2, 34-122 Nidek",1218102
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. WŁADYSŁAWA BRONIEWSKIEGO W PRZYBRADZU,"Szkolna 50, 34-108 Przybradz",1218102
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. JANA BRZECHWY WE FRYDRYCHOWICACH,"Wadowicka 77, 34-108 Frydrychowice",1218102
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. MICHAŁA SZCZYGŁA W GIERAŁTOWICACH,"św. Marcina 7, 34-122 Gierałtowice",1218102
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 IM. KARD. STEFANA WYSZYŃSKIEGO W WIEPRZU,"Beskidzka 324, 34-122 Wieprz",1218102
szkola,ZESPÓŁ SZKÓŁ MUZYCZNYCH IM. FELIKSA RYBICKIEGO W TYCHACH,"Niepodległości 53, 43-100 Tychy",2477011
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W KOCHCICACH,"Parkowa 45, 42-713 Kochcice",2407052
szkola,ZESPÓŁ SZKÓŁ W KOCHANOWICACH,"Szkolna 1, 42-713 Kochanowice",2407052
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. MARII KONOPNICKIEJ W GROMCU,"Husarska 2, 32-590 Gromiec",1203045
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,"Stradomska 10, 31-058 Kraków-Śródmieście",1261059
szkola,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W PRZYSUSZE,"Skowyry 41, 26-400 Przysucha",1423064
szkola,ZESPÓŁ SZKOŁY PODSTAWOWEJ I PRZEDSZKOLA W SKIERBIESZOWIE,"Zamojska 8, 22-420 Skierbieszów",0620102
szkola,ZESPÓŁ SZKÓŁ NR 8,"Willowa 8, 87-800 Włocławek",0464011
szkola,ZESPÓŁ SZKÓŁ NR 6 IM. KAROLA BRZOSTOWSKIEGO W SUWAŁKACH,"Generała Władysława Sikorskiego 21, 16-400 Suwałki",2063011
szkola,ZESPÓŁ SZKÓŁ NR 1,"Szpitalna 10, 05-500 Piaseczno",1418044
szkola,"POWIATOWE CENTRUM KULTURY, SPORTU I REKREACJI W ZDUŃSKIEJ WOLI","Jana Kilińskiego 17, 98-220 Zduńska Wola",1019011
szkola,ZESPÓŁ SZKÓŁ IM. BOHATERÓW NARWIKU,"Gładka 16, 02-172 Włochy",1465178
szkola,"ZESPÓŁ SZKÓŁ NR 17 IM. ZAWISZAKÓW PROPORCA ""VICTORIA""","Promienista 12a, 02-428 Włochy",1465178
szkola,ZESPÓŁ SZKÓŁ I PLACÓWEK OŚWIATOWYCH BSTO,"Fabryczna 6, 97-400 Bełchatów",1001011
szkola,CENTRUM DOSKONALENIA NAUCZYCIELI W LESZNIE,"Bolesława Chrobrego 15, 64-100 Leszno",3063011
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W SMOLCU,"Kościelna 2, 55-080 Smolec",0223045
szkola,POWIATOWY ZESPÓŁ SZKÓŁ W PRZODKOWIE,"Bursztynowa 3, 83-304 Przodkowo",2205032
szkola,ZESPÓŁ SZKÓŁ NR 1 IM. WŁADYSŁAWA GRABSKIEGO W LUBLINIE,"Podwale 11, 20-117 Lublin",0663011
szkola,ZESPÓŁ SZKÓŁ IM. KORPUSU OCHRONY POGRANICZA W SZYDŁOWCU,"Tadeusza Kościuszki 39, 26-500 Szydłowiec",1430054
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH W ODONOWIE,"Odonów 54, 28-500 Odonów",2603035
szkola,POWIATOWY ZESPÓŁ SZKÓŁ W SIERAKOWICACH,"Dworcowa 3, 83-340 Sierakowice",2205042
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH IM. HENRYKA SIENKIEWICZA W SZYDŁOWCU,"Zamkowa 1, 26-500 Szydłowiec",1430054
szkola,ZESPÓŁ PRYWATNYCH SZKÓŁ W CHODZIEŻY,"Adama Mickiewicza 3, 64-800 Chodzież",3001011
szkola,CENTRUM DOSKONALENIA NAUCZYCIELI W PILE,"Bydgoska 21, 64-920 Piła",3019011
szkola,POWIATOWY ZESPÓŁ SZKÓŁ IM. JÓZEFA WYBICKIEGO W SOMONINIE,"Wolności 39, 83-314 Somonino",2205052
szkola,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W OSTRÓDZIE,"Plebiscytowa 50, 14-100 Ostróda",2815011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. JÓZEFA PIŁSUDSKIEGO W OKSZOWIE,"Szkolna 2, 22-105 Okszów",0603032
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO W KAMIENIU MAŁYM,"Kamień Mały 89, 66-460 Kamień Mały",0801075
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. WŁADYSŁAWA SZAFERA W GŁUBCZYCACH,"Niepodległości 2, 48-100 Głubczyce",1602034
szkola,"ZESPÓŁ ZAOCZNYCH SZKÓŁ DLA DOROSŁYCH ""LIDER"" W BEŁCHATOWIE","Juliusza Słowackiego 8, 97-400 Bełchatów",1001011
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO W STUDZIEŃCU,"Studzieniec 30, 09-200 Studzieniec",1427052
szkola,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. IRENY KOSMOWSKIEJ W KOROLÓWCE-OSADZIE,"Korolówka-Osada 3, 22-200 Korolówka-Osada",0619062
szkola,ZESPÓŁ SZKÓŁ PUBLICZNYCH W BOROWIE,"Wrocławska 24, 57-160 Borów",0217012
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W KARTUZACH M.I BRYGADY PANCERNEJ IM. BOHATERÓW WESTERPLATTE,"Wzgórze Wolności 3, 83-300 Kartuzy",2205024
szkola,ZESPÓŁ SZKÓŁ NR 1,"Słubicka 29-33, 53-615 Wrocław-Stare Miasto",0264059
szkola,ZESPÓŁ SZKÓŁ NR 2,"Borowska 105, 50-551 Wrocław-Krzyki",0264039
szkola,ZESPÓŁ SZKÓŁ NR 18,"Młodych Techników 58, 53-645 Wrocław-Stare Miasto",0264059
szkola,ZESPÓŁ SZKÓŁ LOGISTYCZNYCH,"Jana Władysława Dawida 9-11, 50-527 Wrocław-Krzyki",0264039
szkola,ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W ŻUKOWIE,"Gdyńska 5, 83-330 Żukowo",2205085
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 1,"Juliusza Słowackiego 34, 42-600 Tarnowskie Góry",2413041
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2,"Jagodowa 72, 42-609 Tarnowskie Góry",2413041
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 3,"Stefana Żeromskiego 64, 42-603 Tarnowskie Góry",2413041
szkola,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4,"Powstańców Warszawskich 42, 42-680 Tarnowskie Góry",2413041
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH IM. JANA PAWŁA II W PAWŁOWICACH,"Pukowca 5, 43-251 Pawłowice",2410042
szkola,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W LUBLINIE,"Przyjaźni 12, 20-314 Lublin",0663011
szkola,ZESPÓŁ SZKÓŁ CHEMICZNYCH I PRZEMYSŁU SPOŻYWCZEGO IM. GEN. FRANCISZKA KLEEBERGA W LUBLINIE,"aleje Racławickie 7, 20-059 Lublin",0663011
szkola,PAŃSTWOWE SZKOŁY BUDOWNICTWA I GEODEZJI IM. HIERONIMA ŁOPACIŃSKIEGOW W LUBLINIE,"aleje Racławickie 5, 20-059 Lublin",0663011
szkola,ZESPÓŁ SZKÓŁ ELEKTRONICZNYCH W LUBLINIE,"Wojciechowska 38, 20-704 Lublin",0663011
